id,text,label
321,29. Every public benefit organization registered under Fiscal this Act shall— transparency.,
322,implement internal accounting and (a) administrative procedures necessary to ensure the transparent and proper use of its financial and other resources;,
323,"utilise its financial and other resources for the (b) attainment of its aims, objects and purposes.",
324,"30.(1) Every public benefit organization registered Accounts and under this Act shall keep proper books of accounts and other reports. records in relation to its operations and activities and shall, subject to subsection (2), prepare annually a statement of accounts in a form which conforms to the standards of the generally accepted accounting practice applicable to non- profit organizations.",
325,"(2) The financial statements prepared and submitted by a public benefit organization, shall include an opinion signed by an independent auditor as to whether the financial statements present fairly, in all material respects, the organization's financial position for the reporting period.",
326,"31. Within six months after the end of each financial Annual report. year, every public benefit organisation registered under this Act shall cause to be made and submitted to the Authority—",
327,a statement of its accounts audited in accordance (a) with section 30 (2) above;,
328,a certified copy of its financial statements; (b),
329,(c) a report dealing generally with the programme of activities of the public benefit organization during that financial year.,
330,"32. Every registered public benefit organization shall Duty to provide provide to the Authority, in writing, the names and physical, information. business and residential addresses of members of its governing body within one month after any appointment or election of the governing body.",
331,"33. No member of any governing body of a public Protection from benefit organization shall be held personally liable for any personal act done in good faith on behalf of the organization, or by liability. virtue of the office held in the governing body.",
332,"PART IV —ESTABLISHMENT, POWERS AND FUNCTIONS OF THE AUTHORITY",
333,34. (1) There is established an Authority to be known Establishment as the Public Benefit Organizations Regulatory Authority. of the Authority.,
334,"(2) The Authority is a body corporate with perpetual succession and a common seal and shall, in its corporate name, be capable of—",
335,(c) borrowing money or making investments;,
336,(d) entering into contracts; and,
337,(e) doing or performing all other acts or things for the proper performance of its functions under this Act which may lawfully be done or performed by a body corporate.,
338,(3) The Authority shall establish mechanisms to ensure that its services are available in all parts of the Republic.,
339,"35. (1) There shall be a Board of the Authority which Composition of shall consist of— Board of the Authority, etc. (a) the chairperson appointed by the Cabinet Secretary;",
340,"(b) three members, at least one of whom shall be of different gender from the other two, who have rendered distinguished service in the civil society, appointed by the Cabinet Secretary;",
341,(c) the Principal Secretary in the ministry,
342,responsible for matters relating to public benefit organizations;,
343,the Principal Secretary in the ministry (d) responsible for matters relating to finance;,
344,the Principal Secretary in the ministry (e) responsible for matters relating to foreign affairs;,
345,one public officer representing the Principal (g) Secretary responsible for such departments as the Authority shall determine;,
346,the chairperson of the governing board of the (h) Federation;,
347,"two members of the governing board of the (i) federation, being one woman and one man, nominated by the members of the governing board of the Federation and appointed by the Cabinet Secretary; and",
348,"(2) No person may be appointed as chairperson of the Board unless that person possesses at least ten years' experience, in matters relating to civil society.",
349,(3) No person shall be eligible for appointment under subsection (1) (b) or nomination under subsection (1) (g) unless such person has at least ten years' experience in the public benefit organizations' sector.,
350,(4) A person appointed as chairperson or member of the Board shall before taking office relinquish any directorship or employment in a public benefit organization that that person may have held before the appointment.,
351,"(5) A member of the Board, other than an ex- officio member, may resign from office by a letter addressed to the Cabinet Secretary.",
352,(6) The Board may co-opt such number of persons not exceeding three to bring such expertise to the Board as the Board may require for the better discharge of its functions.,
353,(7) Persons co-opted under subsection (6) shall have no right to vote on any matter at a meeting of the Board.,
354,(8) The Cabinet Secretary shall prescribe rules for the nomination of the members contemplated under subsection (1) (g).,
355,36. (1) A person shall be qualified for appointment as Qualifications a member of the Board if such person— of members of the Authority. (a) is a citizen of Kenya;,
356,is a person of high moral character and proven (b) integrity;,
357,is a holder of at least an undergraduate degree (c) from a university recognized in Kenya;,
358,"(d) has knowledge and at least five years' experience in matters relating to public benefit organizations, finance or management; and",
359,has no subsisting office or membership in a (e) public benefit organization.,
360,(2) No person shall be qualified for appointment as a member of the Board of the Authority if such person—,
361,(a) is a member of the National Assembly;,
362,(b) is a member of a local authority;,
363,"(c) is a member of the executive body of, or is actively involved in the affairs of, a political party.",
364,37. The chairperson and the members of the Board of Term of office. the Authority shall hold office for a term of three years and may be re-appointed for a further and final term of three years.,
365,"38. The chairperson, the members of the Board of the Oath of office. Authority and the Director shall each make and subscribe to a prescribed oath or affirmation of office before the Chief Justice.",
366,39. (1) The office of the chairperson or a member of Vacancy. the Board of the Authority shall become vacant if the holder—,
367,(b) resigns from office by writing under his hand addressed to the Cabinet Secretary;,
368,(c) is removed from office in accordance with the provisions of section 40;,
369,(d) is convicted of an offence and,
370,sentenced to imprisonment for a term of three months or more without the option of a fine;,
371,(e) is unable to discharge the functions of his office by reason of physical or mental infirmity;,
372,(f) is absent from three consecutive meetings of the Board without good cause; or,
373,(2) The Cabinet Secretary shall notify every vacancy in the Gazette within seven days of the occurrence of the vacancy.,
374,(1) A member of the Board may be removed from 40. Removal from office by the Cabinet Secretary— office.,
375,for gross misconduct or misbehaviour; or (a),
376,"if convicted of an offence involving moral (b) turpitude,",
377,but shall not be so removed except on a resolution of the Board supported by at least two-thirds of the members of the Board.,
378,"(2) For the purposes of subsection (1), ""misbehaviour"" includes, but is not limited to criminal conduct and breach of the standards of professionalism referred to in section 27 (1)",
379,"(1) Where a vacancy occurs in the Board as a 41. Filling of result of death, disability, resignation or removal of a vacancy. member of the Board, the Cabinet Secretary shall appoint a replacement from among the short listed persons considered by the National Assembly in accordance with the Third Schedule.",
380,(2) A person who is appointed in place of a member of the Board whose office has become vacant under this section shall hold office for the remainder of the term of office of that member of the Board.,
381,42. (1) The functions of the Authority shall be to— Functions of the Authority. register and de-register public benefit (a) organizations in accordance with this Act,
382,"maintain a register of public benefit (b) organizations registered under this Act with the precise sectors, affiliations and locations of their activities;",
383,"interpret the national policy on public (c) benefit organizations so as to assist in its smooth implementation and Government by observance ministries, departments and agencies at various levels;",
384,receive and review annual reports of (d) public benefit organizations;,
385,advise the Government on the (e) activities of public benefit organizations and their role in development within Kenya;,
386,"issue forms, instructions, and model (f) documents;",
387,facilitate information sharing and (g) networking between public benefit organizations and the Government;,
388,(h) institute inquiries to determine if the activities of public benefit organizations do not comply with this Act or any other law;,
389,(i) provide advice and training to public benefit organizations; and,
390,do anything incidental or conducive (j) to the performance of any of the preceding functions.,
391,"(2) In the performance of its functions in terms of subsection (1), the Authority shall be independent and shall be not act under the direction or control of any person or authority.",
392,"43. The Board shall have all powers necessary for the Powers of the proper performance of the functions of the Authority under Board. this Act and in particular, but without prejudice to the generality of the foregoing, the Board shall have power to—",
393,"control, supervise and administer the assets of the (a) Authority in such manner as best promotes the purpose for which the Authority is established;",
394,(b) determine the provisions to be made for capital,
395,and recurrent expenditure and for the reserves of the Authority;,
396,"receive any grants, gifts, donations or (c) endowments and make legitimate disbursements therefrom;",
397,(d) open such banking accounts for its funds as may be necessary;,
398,(e) invest any funds of the Authority not immediately required for its purposes in the manner provided in section 60;,
399,undertake any activity necessary for the (f) fulfilment of any of its functions.,
400,44. (1) The conduct and regulation of the business and 	Conduct of affairs of the Board shall be as provided in the Fourth business and Schedule. affairs of the Board.,
401,"(2) Except as provided in the Fourth Schedule, the Board may regulate its own procedure.",
402,45. (1) There shall be a Director of the Authority who Director. shall be appointed by the Authority.,
403,"(2) The Director shall hold office for a period of five years, on such terms and conditions of employment as the Authority may determine and shall be eligible for re- appointment for a further and final term of five years.",
404,"(3) A person is not eligible for appointment as the Director unless he or she is a person of integrity and has knowledge or at least ten years' demonstrable experience in matters relating to strategic and program planning, operations or management, including staff management or supervision, or any equivalent combination of education and experience from which comparable knowledge, skills and abilities have been achieved.",
405,(a) be the chief executive officer and the secretary to the Board; and,
406,"(b) subject to the directions of the Board, be responsible for the day to day management of the affairs and staff of the Authority.",
407,"(5) The Director shall, unless in any particular case the Board otherwise directs in writing, attend all meetings of the Board but shall have no vote on any matter falling to be",
408,decided by the Board at any such meeting.,
409,"(6) The Director may be removed from office by the Board before expiry of the term set out in the instrument of appointment only for inability to exercise the functions of the office, whether arising from infirmity of body or mind or any other cause, or for misbehaviour.",
410,"(7) For the purposes of subsection (6), ""misbehaviour"" includes, but is not limited to criminal conduct and breach of the standards of professionalism referred to in section 27(1)(j).",
411,(8) The Director shall be removed from office by the Board if the question of the Director's removal has been referred to a special committee of the Board appointed for the purpose of considering the matter and—,
412,(a) the committee has so recommended; and,
413,(b) the Board has approved the committee's recommendation by the votes of not less than two-thirds of all its members.,
414,"46. (1) The Board shall appoint a Deputy Director and Staff of the such officers and other staff as are necessary for the proper Authority. discharge of the functions of the Authority under this Act, upon such terms and conditions of service as it may determine",
415,"(2) In appointing officers and staff under subsection (1), the Board shall have regard to gender equity and regional balance.",
416,"47. The Board may, by resolution either generally or Delegation by in any particular case, delegate to any committee or to any the Board. member, officer, employee or agent of the Board, the exercise of any of the powers or the performance of any of the functions or duties of the Authority under this Act or under any other written law.",
417,"48. (1) No act or omission by any member of the Board Protection from or by any officer, employee, agent or servant of the Board personal shall, if the act or omission was done in good faith for the liability. purposes of executing a function, power or duty under the Act render such member, officer, employee, agent or servant personally liable to any, action, claim or demand whatsoever.",
418,(2) The provisions of subsection (1) shall not relieve the Authority of the liability to pay compensation to any person,
419,"for any injury to the person, the person's property or to any of the person's interests caused by the exercise of any power conferred by this Act or by failure, whether wholly or partially, of any works.",
420,(1) The common seal of the Authority shall be kept 49. Common seal. in such custody as the Board may direct and shall not be used except on the order of the Board.,
421,(2) The affixing of the common seal of the Authority shall be authenticated by the signature of the chairperson and the Director and any document not required by law to be made under seal and all decisions of the Board may be authenticated by the signatures of both the chairperson and the Director.,
422,"(3) Notwithstanding the provisions of subsection (2) the Board shall, in the absence of either the chairperson or the Director in a particular matter, nominate one member to authenticate the seal on behalf of either the chairperson or the Director.",
423,"(4) The common seal of the Authority when affixed to a document and duly authenticated shall be judicially and officially noticed and unless and until the contrary is proved, any necessary order or authorization by the Board under this section shall be presumed to have been duly given.",
424,PART V—THE PUBLIC BENEFIT ORGANIZATIONS DISPUTES TRIBUNAL,
425,"50. (1) There is hereby established a tribunal to be Establishment known as the Public Benefit Organizations Disputes of the Tribunal. Tribunal which shall consist of members appointed by the Chief Justice and approved by the National Assembly, as follows—",
426,(a) a chairperson who shall be an advocate of the High Court of not less than seven years standing;,
427,(b) two advocates of the High Court of not less than five years standing;,
428,two persons having such specialized (c) skill or knowledge necessary for the discharge of the functions of the Tribunal .,
429,(2) Not more than two-thirds of the persons appointed under subsection (1) shall be from one gender.,
430,(3) A member or staff of the Authority shall not serve as a member of the Tribunal.,
431,(4) The quorum for a meeting of the Tribunal shall be the chairperson and two other members.,
432,"There shall be paid to the members of the (5) Tribunal such remuneration and allowances as the Authority may, in consultation with the Salaries and Remuneration Commission, determine",
433,(6) The office of a member of the Tribunal shall become vacant—,
434,(a) at the expiration of three years from the date of his appointment;,
435,if the member ceases by any reason to (b) be an advocate as referred to in subsection (1);,
436,if the member is removed from (c) membership of the Tribunal by the Chief Justice for failure to discharge the functions of office (whether arising from infirmity of body or mind or from any other cause) or for misbehaviour; or,
437,(d) if the member resigns.,
438,51. (1) The Tribunal shall have jurisdiction to— Jurisdiction of the Tribunal. (a) hear and determine complaints arising out of any breach of the provisions of this Act;,
439,(b) hear and determine any matter or appeal made to it pursuant to the provisions of this Act; and,
440,(c) perform such other functions as may be conferred upon it by this Act or by any other written law being in force.,
441,(2) The jurisdiction conferred upon the Tribunal under subsection (1) excludes criminal jurisdiction except as provided under section 53.,
442,"52. (1) On the hearing of a complaint or an appeal, the Powers of the Tribunal shall have all the powers of a subordinate court of Tribunal. the first class to summon witnesses, to take evidence upon",
443,oath or affirmation and to call for the production of books and other documents.,
444,"(2) Where the Tribunal considers it desirable for the purpose of minimizing expense or avoiding delay or for any other special reason, it may receive evidence by affidavit and administer interrogatories and require the person to whom the interrogatories are administered to make a full and true reply to the interrogatories within the time specified by the Tribunal.",
445,"(3) In its determination of any matter, the Tribunal may take into consideration any evidence which it considers relevant to the subject of the matter before it, notwithstanding that the evidence would not otherwise be Cap. 80. admissible under the Evidence Act.",
446,(4) The Tribunal shall have power to summon expert evidence as may be necessary for the discharge of its functions under this Act.,
447,(5) The Tribunal shall have power to award the costs of any proceedings before it and to direct that costs shall be taxed in accordance with any scale prescribed for suits in the High Court or to award a specific sum as costs.,
448,"(6) All summonses, notices or other documents issued under the hand of the chairperson of the Tribunal shall be deemed to be issued by the Tribunal.",
449,"(7) Upon any complaint or appeal being made to the Tribunal under this Act, the Tribunal may—",
450,"(a) confirm, set aside, vary or quash the order or decision in question; (b) require the Authority to revise or review its decision;",
451,require the Authority to inquire into (c) specific details from the appellant and make further consideration of the application; or,
452,(d) make such other order as may be appropriate in the circumstances.,
453,"(8) Without prejudice to the generality of subsection (7) (b), the Tribunal may make an order for the maintenance of the status quo of any matter or activity which is the subject of the complaint or appeal until the complaint or appeal is determined.",
454,460 2013 The Public Benefit Organizations No. 18,
455,"(9) Any interested party may be represented before the Tribunal by an advocate or by any other person whom the Tribunal may, in its discretion, admit to be heard on behalf of the party.",
456,A decision made by the Tribunal shall be final (10) and binding on the parties unless judicial review thereof commences within fourteen days from the date of the Tribunal's decision.,
457,(11) Any party to the review aggrieved by the decision of the Tribunal may appeal to the High Court and the decision of the High Court shall be final.,
458,(12) A party to the review which disobeys the decision of the Tribunal or the High Court shall be in breach of this Act and any action by such party contrary to the decision of the Tribunal or the High Court shall be null and void.,
459,"53. Any person summoned by the Tribunal to attend Disobedience of and give evidence or to produce any records, books of summons to account, statements, or other documents or required to give evidence, answer interrogatories and who, without sufficient cause— etc.",
460,refuses or fails to attend at the time and place mentioned in the summons served on him;,
461,"refuses or fails to answer, or to answer fully and satisfactorily, to the best of his knowledge and belief all questions lawfully put to him by or with the concurrence of the Tribunal; Or (c) refuses or fails to produce any records, books of account, statements or other documents which are in his possession or under his control mentioned or referred to in any summons served on him, commits an offence and is liable upon conviction to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding two years, or to both.",
462,"54. (1) Where the Tribunal awards damages or costs in Enforcement of any matter before it, it shall, on application by the person in orders for whose favour the damages or costs are awarded, issue to damages and him a certificate stating the amount of the damages or costs. costs.",
463,The Public Benefit Organizations 2013 No. 18•,
464,"(2) Every certificate issued under subsection (1) may be filed in the High Court by the person in whose favour the damages or costs have been awarded and, upon being so filed, shall be deemed to be a decree of the High Court and may be executed as such.",
465,"Except as otherwise provided in this Act, the Chief 55. Rules of the Justice may, in consultation with the chairperson of the Tribunal. Tribunal, and by notice in the Gazette, make rules governing the practice and procedure of the Tribunal having regard to the objects if this Act.",
466,"FINANCIAL PROVISIONS PART VI — The funds of the Authority shall comprise of— 	Funds of the 56. Authority. (a) such fees, monies or assets as may accrue to or vest in the Authority in the course of the exercise of its powers or the performance of its functions under this Act or under any written law; and",
467,(b) all monies from any other source provided for or donated or lent to the Authority.,
468,The financial year of the Authority shall be the 57. Financial year. period of twelve months ending on the thirtieth June in each year.,
469,"58. (1) At least three months before the commencement of Annual each financial year, the Board shall cause to be prepared estimates. estimates of the revenue and expenditure of the Authority for that year.",
470,"(2) The annual estimates shall make provision for all estimated expenditure of the Authority for the financial year and in particular, the estimates shall provide for—",
471,"(a) the payment of the salaries, allowances and other charges in respect of members of the Board and staff of the Authority;",
472,"the payment of pensions, gratuities and (b) other charges in respect of the staff of the Authority;",
473,(c) the proper maintenance of the buildings and grounds of the Authority;,
474,"the maintenance, repair and (d) replacement of the equipment and other property of the Authority; and",
475,"the creation of such reserve funds to (e) meet future or contingent liabilities in respect of retirement benefits, insurance or replacement of buildings or equipment, or in respect of such other matter as the Board may deem appropriate.",
476,"(3) The annual estimates shall be approved by the Board before the commencement of the fmancial year to which they relate and shall be submitted to the Cabinet Secretary for approval and after the Cabinet Secretary's approval, the Board shall not increase the annual estimates of the Authority without the consent of the Cabinet Secretary.",
477,"59. (1) The Board shall cause to be kept all proper Accounts and books and records of accounts of the income, expenditure and audit. assets of the Authority.",
478,"(2) Within a period of three months after the end of each fmancial year, the Board shall submit to the Auditor-General the accounts of the Authority together with—",
479,(a) a statement of the income and expenditure of the Authority during that year; and,
480,(b) a balance sheet of the Authority on the last day of that year.,
481,"(3) The accounts of the Authority shall be audited and reported upon in accordance with the Public Audit Act, 2003. No. 12 of 2003.",
482,"60. The Board may invest any of the funds of the Investment of Authority in securities, in which for the time being trustees funds. may by law invest trust funds, or in any other securities or banks which the Treasury may, from time to time, approve for that purpose.",
483,"61. (1) A registered public benefit organization may Voluntary deregister, wind itself up or dissolve voluntarily by sending deregistration, to the Authority— dissolution or winding-up. (a) in the case of a membership organization, a resolution by a vote of at least two-thirds of the members of",
484,"the organization, signed by the chairperson of the governing body of the organization, or in the case of a non-membership organization, a voluntary decision made by its governing body in accordance with the public benefit organization's constitution—",
485,"stating its intention to (i) deregister, wind up or dissolve voluntarily and the reasons therefor; and",
486,"specifying a date, not (ii) exceeding two months from the date of the resolution, on which the deregistration is to take effect; and",
487,a copy of the reports referred to in (b) section 30 for the period from its previous financial year up to the date of the resolution contemplated in this subsection.,
488,"(2) If a registered public benefit organization is being wound up or dissolved in terms of any other law, the organization shall, within one month after completion of the winding-up or dissolution process or the relevant order of court, send to the Authority—",
489,stating this fact; (i) containing certified copies of (ii) all relevant documents confirming the winding up or dissolution; and,
490,a copy of the reports referred to in (b) section 30 for the period from its previous financial year up to the date of the written notice contemplated in this subsection.,
491,"(3) Upon receiving a resolution or notice of voluntary deregistration or winding-up or dissolution from a registered public benefit organization, the Authority shall on the date specified in the resolution or notice—",
492,cancel the organization's certificate of (a),
493,"registration, and deregister it by amending the register; and",
494,(b) notify the organization in writing of the deregistration and confirm the date on which the amendment was made to the register.,
495,"(4) When an organization is deregistered, wound up or dissolved, any asset remaining after all its liabilities have been met, shall be transferred to another public benefit organization having similar objectives, which shall be identified through a resolution of the governing body of the organization being deregistered, wound up or dissolved; otherwise, the Authority shall make this decision.",
496,"62.(1) Where the Authority has cancelled a certificate Safety of assets of registration of an organization under this Act, the on Authority may require any officials or members of the deregistration. organization, who can by reasonable effort be found in Kenya, to provide the Authority with an inventory, and the whereabouts, of the assets of the organization.",
497,(2) The Cabinet Secretary may by regulations prescribe the procedure for the tracing and safeguarding of assets under this section.,
498,"(3) A person who fails to provide an inventory under subsection (1), when required to do so by the Authority commits an offence.",
499,(4) It shall be the responsibility of the Authority to prove that the inventory could by reasonable means be provided by a person accused by this section.,
500,(5) An organization that desires to dissolve voluntarily shall have the right to determine the organizations registered under this Act to which it shall distribute its assets provided that such organizations are certified by the Authority to be in good standing.,
501,"General power 	63. (1) The Authority may, where it deems necessary, institute an inquiry with regard to a public benefit to institute organization in accordance with section 42 (1) (h). inquiries.",
502,(a) conduct an inquiry under subsection (1) on its own; or,
503,"(b) appoint a person to conduct the inquiry, and",
504,make a report to the Authority.,
505,"(3) For the purposes of an inquiry under subsection (1), the Authority, or a person appointed by the Authority to conduct the inquiry, may direct any person-",
506,"if a matter in question at the inquiry is one on (a) which the person has or can reasonably obtain information, to –",
507,"respect to the matter, or to",
508,to any question or inquiry,
509,addressed to the person on,
510,"(ii) verify any such accounts, statements or answers by statutory declaration;",
511,"to provide copies of documents which are in (b) the custody or under the control of the person, and which relate to any matter at the inquiry, and to verify any such copies by statutory declaration;",
512,(c) to attend at a specified time and place and give evidence or produce such documents as the Authority or person conducting the inquiry may require.,
513,"(4) The Authority may reimburse to any person attending to give evidence or produce documents for the purpose of an inquiry, the reasonable expenses of doing so.",
514,64. Any person who— Offences and penalty. (a) forges or utters any document for the purposes of procuring registration;,
515,makes a false statement in respect of (b) an application for registration;,
516,(c) makes any material false statement in any document submitted to the Authority;,
517,fraudulently holds out any (d) organization as being registered under this Act;,
518,"fraudulently makes use of a (e) registration number, registration certificate or any information contained in a registration certificate, commits an offence and is liable, on conviction, to a fine not exceeding three hundred thousand shillings, or imprisonment for a term not exceeding two years, or both.",
519,65. (1) A public benefit organization may engage in Income and lawful economic activities as long as the income is used economic solely to support the public benefit purposes for which the activity. organization was established.,
520,(2) The income of a public benefit organization may include—,
521,"(a) donation's of cash, securities, and in- kind contributions;",
522,(b) bequests; (c) membership fees;,
523,real or personal property; and (f) income generated from any lawful (g) activities undertaken by the public benefit organization with its property and resources.,
524,(3) A public benefit organization may own and manage property and assets for the accomplishment of its not-for-profit purposes.,
525,"66. (1) A public benefit organization may engage Public policy freely in research, education, publication and advocacy with and political respect to any issue affecting the public interest, including activities. criticism of the policies or activities of the state or any officer or organ thereof.",
526,(2) A public benefit organization may also express its views on any issue or policy that is or may be debated or discussed in the course of a political campaign or election.,
527,"(3) A public benefit organization may not engage in fundraising or campaigning to support or oppose any political party or candidate for appointive or elective public office, nor may it propose or register candidates for elective public office.",
528,(4) The government shall engage with public benefit organizations on all matters of development and shall invite them to participate in policy making.,
529,"The Government shall involve public benefit 67. Involvement by organizations in policy decision making on issues affecting Government. them, particularly at the local levels, and every ministry shall designate officers who shall deal with matters relating to public benefit organizations, and work closely with each other and with the Authority.",
530,"Any registered public benefit organization 68. Entry permits. wishing to obtain entry permits in respect of prospective employees shall, where—",
531,(a) the services of such employees are necessary for the proper function of the organization;,
532,(b) no persons with comparable skills are available locally; or,
533,"such employees shall contribute (c) towards the training of Kenyans to obtain scientific, technical and managerial skills,",
534,apply in writing to the Principal Immigration Officer for the issuance of the required permits in accordance with the provisions of the Immigration Act. Cap. 173.,
535,"69. (1) The Cabinet Secretary may, on the Regulations. recommendations of the Authority, make regulations generally for the better carrying into effect of the provisions of this Act.",
536,"(2) Any condition, restriction or prohibition contained in Regulations made under subsection (1) shall be proportionate to the objects of those Regulations and shall limit the rights of persons and bodies as little as is reasonably possible.",
537,"(3) If a failure to comply with a condition, restriction or prohibition contained in Regulations under this Act is an offence, the Regulations shall provide that, to the extent",
538,"practicable, before being subjected to criminal liability, the affected person shall be given notice of the offence and a reasonable opportunity to comply with the Regulations.",
539,"(4) Before making Regulations under this section, the Cabinet Secretary shall, unless public interest requires that the Regulations be made without delay, comply with the following—",
540,the intention to make Regulations (a) shall be announced by notice in the Gazette and in at least two daily newspapers of national circulation specifying—,
541,that draft Regulations have (i) been developed for comments;,
542,(ii) the place where a copy of the draft Regulations may be obtained;,
543,(b) a period of at least one month from the date of the notice shall be allowed for interested parties to comment on the draft Regulations;,
544,(c) comments received on the draft Regulations shall be considered before making the Regulations.,
545,"70. The Non-Governmental Organisations Co- Repeal of No. ordination Act, 1990, is repealed. 19 of 1990.",
546,71. The transitional provisions set out in the Fifth Transition. Schedule shall apply upon commencement of this Act.,
547,PRINCIPLES FOR EFFECTIVE COLLABORATION BETWEEN THE GOVERNMENT AND PUBLIC BENEFIT ORGANIZATIONS,
548,The Representatives of the Government and Public Benefit Organizations:,
549,Desirous to further develop and strengthen the working relations between the two sectors;,
550,Recognizing the importance of mutual co-existence and the,
551,need to work together for the posterity of the nation and people of Kenya;,
552,"Aware of the necessity of complementary efforts of the Government and public benefits organizations for social, economic and cultural development;",
553,"Determined to strengthen collaboration, dialogue and relations between the Government and public benefit organizations;",
554,Conscious that these principles only serve as a guide for engagement between the Government and public benefit organizations who choose to work together;,
555,Hereby agree to the following principles for collaboration to guide our collaborative work.,
556,1. The objectives of these principles for effective Objectives of collaboration are to— the principles.,
557,strengthen collaboration between the Government and civil society organizations;,
558,reinforce complementary efforts of the Government and civil society organizations and their contribution in enhancing the country's development;,
559,enhance the enabling environment for the achievement of joint development programming of both sectors;,
560,offer guidance to the Government and civil society organizations in their relations and interactions with each other;,
561,serve as a basis for resolving conflicts that affect Government and civil society organization collaboration;,
562,promote effective coordination and dissemination of information on Government and civil society organization collaboration; and,
563,provide the basis for a legal or policy (g) framework aimed at guiding Government and civil society organization collaboration.,
564,"1. Dialogue and Communication Guiding principles for Government and public benefit organization sectors shall collaboration. ensure that dialogue is open, respectful, informed, sustained and welcomes diverse viewpoints; and that they provide forums where they can meet each other periodically for focused discussions, consultation and consensus building.",
565,The sectors shall aim to ensure—,
566,(a) free flow of information between and to all actors involved in any collaboration initiative to promote similar comprehension with regard to it and to facilitate efficiency;,
567,"engagement in regular, open and inclusive (b) communication and problem solving; and",
568,(c) establishment of clear and open communication processes in which information and ideas are shared openly and regularly.,
569,"The sectors shall individually, and where appropriate, collectively, inform their respective stakeholders and the public as well, of their roles and contributions to society and the successes achieved through their collaboration.",
570,(a)make provisions to set up agreeable modalities or processes to manage conflicts inherent in the work they jointly do;,
571,"(b)identify and address all disagreements and conflicts immediately and devote substantial time, resources and personal effort to the management of all conflicts, on behalf of any collaborative initiative's continuation;",
572,(c) address challenges to any collaboration with open dialogue and negotiation or acknowledge the need for re-negotiation; and,
573,(d)verify any risks to any collaboration at the beginning and define ways of mitigating such risks.,
574,"To enhance the knowledge and practice of collaboration, the sectors shall ensure that they—",
575,(a) convey a readiness to accept constructive criticism;,
576,(b) accommodate new ideas from each other;,
577,(c) pursue a harmonized approach where this is deemed necessary for the promotion of the collaborative initiative and in the public interest;,
578,"(d) work jointly to identify an agreed, common vision and align collaboration activities and programs with it;",
579,"(e) demonstrate a willingness to make changes in themselves as part of the process of working with others, that is, show flexibility; and",
580,"(f) share ideas, perspectives, information, experiences and knowledge consistently in order to contribute to a better understanding of the different work styles, cultures and time frames and to promote best practice in collaboration.",
581,6. Sustainability and capacity development across the board,
582,The sectors shall aim to ensure sustainability of the collaborative initiative and its benefits through developing their capacities and those of their beneficiaries in the context of their collaborative efforts.,
583,The sectors will work jointly to identify capacity gaps and develop a plan to build their capacities for successful implementation of collaborative programs.,
584,"To ensure clarity of roles, synergy and sustainability of collaborative initiatives, the sectors shall jointly—",
585,"(a) embark on harmonized planning of activities at the beginning of the initiative to identify needs,",
586,define objectives and agree on each party's roles and responsibilities with regard to the collaboration;,
587,"develop modalities or structures that are (b) agreeable to each of them, for the implementation of the collaboration;",
588,"provide their implementing agencies or officials (c) with the necessary incentives, resources, and opportunities to participate in the collaborative effort;",
589,involve each other in the collaborative initiative's (d) decision making.,
590,The sectors shall aim to secure institutional memory and ensure continuity in their collaborative initiatives through—,
591,"(a) designating focal points at all relevant levels, for all activities and issues concerning their collaboration;",
592,(b)integrating the collaboration process into on- going programs;,
593,(c) embarking on succession planning at the beginning of the collaboration; and,
594,(d)ensuring effective representation throughout the collaboration.,
595,"In line with their competencies (technical, financial or other), the sectors shall provide appropriate and sufficient resources to any collaborative effort, in order to maximize its chances of success, growth, maturation and continuation.",
596,(a) Good Stewardship of Resources,
597,"The sectors shall ensure proper care, use and allocation of resources during their collaborative initiatives.",
598,The sectors shall aim to convey openness and responsibility for the activities and use of resources during their collaboration. The sectors shall also consider themselves fully accountable for the success or failure of their collaborative endeavours.,
599,The sectors shall work jointly to promote and ensure—,
600,a culture of ethical conduct and best (a) practices is upheld in their collaborative initiatives;,
601,"identification of, and adherence to or (b) application of quality standards of sound management and institutional excellence, in the implementation of collaborative initiatives; and",
602,(c) the identification of agreeable modalities to detect and address conflicts of interest.,
603,11. Equity and Equality in Partnerships,
604,"Within the context of their collaboration, the sectors shall reinforce—",
605,mutual respect for each sectors' rights; (a),
606,identification and participation of (b) partners in the collaborative initiative on the basis of competence; and,
607,(c) building of synergies based on their comparative strengths.,
608,The sectors shall work together to provide an enabling environment for collaboration through—,
609,"(a) promoting mutual respect, understanding, appreciation and acceptance of each other and of the diversity or workings of the other partner(s) and constraints they work within;",
610,(b) acknowledging and valuing each other's core competencies; and,
611,"(c) setting up measures for frequent communication, constructive discussions and the dissemination of information to relevant stakeholders.",
612,The sectors shall ensure that their public relations activities—,
613,accurately reflect their collaborative (a) efforts;,
614,"take into consideration each (b) organization's policies, procedures and communication needs; and",
615,promote the spirit of collaboration. (c),
616,"13. Monitoring, Evaluation and Reporting",
617,The sectors shall work together to ensure that—,
618,all of their collaborative efforts are (a) aimed at meeting identified needs of their beneficiaries through adopting results-based management;,
619,"(b) they report publicly on their collaborative efforts using clear, consistent and transparent reporting policies;",
620,(c) they develop and use procedures and tools agreeable to each of them to monitor and evaluate the development impact of their efforts; and,
