id,text,label,explanation
102,"(2)  Upon receipt of any such claim, the Magistrate may, after such inquiry as he may consider necessary, and whether or not any additional police officers have been stationed in the declared area under section 106 of the National Police Service Act (Cap. 84)— (a) assess the amount of compensation, if any, to be paid to such person or persons as he may determine; (b) determine the manner, and proportions, in which such compensation shall be distributed; (c) assess the proportions in which such compensation shall be paid by the inhabitants of the declared area; and (d) order the payment of such compensation:",provision,This paragraph establishes a legal process and obligations related to the assessment and distribution of compensation by a Magistrate. It outlines specific actions and decisions that are enforceable.
103,"Provided that the Magistrate— (i) shall not make any assessment or order under the provisions of this subsection, unless he is of opinion that such loss, damage or injury has arisen from a riot or an unlawful assembly within the declared area, and that the person who suffered such loss, damage or injury was himself free from blame in respect of the events which led to such loss, damage or injury; and (ii) shall, in making any assessment under paragraph (c) of this subsection, have regard to the means of the persons ordered to pay compensation.",provision,"This paragraph establishes specific conditions and obligations for a Magistrate when making assessments or orders related to loss, damage, or injury arising from a riot or unlawful assembly. It includes enforceable content regarding the Magistrate's opinion and considerations for compensation."
104,"(3)  Before holding any inquiry under subsection (2) of this section, the Magistrate shall give notice, either generally with reference to the declared area or particularly with reference to any specified premises, property or person, stating— (a) the time and place at which he proposes to hold his inquiry; and (b) the manner in which any claims for compensation, and any objections thereto and to the payment of compensation, shall be presented to him.",provision,"This paragraph establishes a legal obligation for the Magistrate to provide notice before holding an inquiry, detailing specific requirements for the notice, including time, place, and manner of presenting claims and objections."
105,"(4)  The provisions of sections 9, 10 and 16 of the Commissions of Inquiry Act (Cap. 102) shall apply to the Magistrate and any inquiry held by him in pursuance of this section, as if he had been appointed a commissioner under that Act.",provision,"This paragraph establishes how specific sections of another Act apply to the Magistrate and inquiries, indicating a legal rule or process."
106,"(5)  All moneys payable under this section shall be recoverable in the manner provided for the recovery of compensation by sections 173, 334 and 335 of the Criminal Procedure Code (Cap. 75).",provision,"This paragraph establishes a legal process for recovering money, referencing specific sections of the Criminal Procedure Code, making it enforceable and actionable."
107,"(6)  If in any civil suit it is proved to the satisfaction of the Court that the plaintiff in such suit has accepted in respect of his claim compensation ordered under subsection (2) of this section to be paid to him, the amount of the compensation shall be taken into account to diminish any damages which he would otherwise receive in that suit.",provision,This paragraph establishes a legal rule regarding how compensation accepted by a plaintiff affects the damages awarded in a civil suit.
108,"(7)  For the purposes of this section, ""inhabitants"" means all persons who occupy any building, or part thereof, in the declared area.",provision,"This paragraph defines a term ('inhabitants') for the purposes of a specific section, which is essential for interpreting and applying the legal rule within that section."
109,"[Act No. 53 of 1960, s. 7, Act No. 3 of 1964, s. 3, Act No. 19 of 1964, s. 2, Act No. 19 of 2014, s. 8.]",not_provision,"This text is a citation of amendments and acts, not a standalone legal provision."
110,"14.  Restriction on use of force (1)  Whenever in this Act it is provided that force may be used for any purpose, the degree of force which may be so used shall not be greater than is reasonably necessary for that purpose; whenever the circumstances so permit without gravely jeopardising the safety of persons and without grave risk of uncontrollable disorder, firearms shall not be used unless weapons less likely to cause death have previously been used without achieving the purpose aforesaid; and firearms and other weapons likely to cause death or serious bodily injury shall, if used, be used with all due caution and deliberation, and without recklessness or negligence.",provision,"This paragraph establishes a legal rule regarding the use of force, specifying conditions and limitations on the use of firearms and other weapons. It contains enforceable content about the degree of force permissible and the caution required."
111,(2)  Nothing in this section shall derogate from the lawful right of any person to use force in the defence of person or property.,provision,"This paragraph establishes a legal rule regarding the use of force in defense of person or property, making it enforceable content."
112,"Where any order, notice or other document is required by or under this Act or any regulations made thereunder to be given to or served on any person, service thereof may be effected either personally on such person or by registered post; and, where the person to be served is a body corporate or a society or other body of persons, service of any such order, notice or document may be effected by serving it personally on any secretary, director or other officer thereof or on any person concerned or acting in the management thereof, or by leaving it or sending it by registered post addressed to the body corporate, society or body of persons at its registered office, or, where there is no registered office, at any place where it carries on business.",provision,"This paragraph establishes a legal process for serving documents, detailing how service can be effected on individuals and entities, making it enforceable and actionable."
113,16.  Presumption of authenticity of certificates,not_provision,"This appears to be a title or heading, not a standalone legal provision with enforceable content."
114,"A certificate under any of the provisions of this Act, purporting to be signed by the Cabinet Secretary or by any other authority specified in that behalf in such provision, shall be presumed, until the contrary is proved, to have been signed by such Cabinet Secretary or other authority.",provision,"This paragraph establishes a legal presumption regarding the authenticity of a certificate signed by the Cabinet Secretary or another specified authority, making it an enforceable rule."
115,"Every person who is guilty of an offence under this Act, or under any regulations made thereunder, in respect of which no special penalty is provided shall be liable to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding six months, or to both such fine and such imprisonment.",provision,"This paragraph establishes a legal rule regarding the penalties for offenses under the Act, specifying fines and imprisonment terms."
116,"[Act No. 53 of 1960, s. 6, Act No. 19 of 2014, s. 9.]",not_provision,This text is a citation of amendments or sections from acts and does not establish any legal rule or obligation.
117,"18.  Offences by corporations, societies, etc.",not_provision,This is a section heading and does not contain enforceable or actionable content.
118,"Where any offence under this Act or under any regulations made thereunder is committed by any company, or other body corporate, or by any society, association or body of persons, every person charged with, or concerned or acting in, the control or management of the affairs or activities of such company, body corporate, society, association or body of persons shall be guilty of that offence and liable to be punished accordingly, unless it is proved by such person that, through no act or omission on his part, he was not aware that the offence was being or was intended or about to be committed, or that he took all reasonable steps to prevent its commission.",provision,This paragraph establishes a legal obligation and potential liability for individuals involved in the management of a company or organization if an offense is committed. It also provides a defense if the individual can prove lack of awareness or that they took reasonable steps to prevent the offense.
119,19. Offences to be cognisable; and consent of Director of Public Prosecutions,provision,"The paragraph indicates that certain offences are cognisable and require the consent of the Director of Public Prosecutions, establishing a legal rule or process."
120,"All offences under this Act shall be cognisable to the police; and, where it is provided in this Act that a prosecution for an offence thereunder shall not be instituted without the consent of the Director of Public Prosecutions, a person may be arrested for and charged with such an offence, and may be remanded in custody or on bail, notwithstanding that the consent of the Director of Public Prosecutions to the institution of a prosecution for the offence has not been obtained, but no further or other proceedings shall be taken until such consent has been obtained:",provision,"This paragraph establishes legal rules regarding the cognisability of offences to the police, the conditions under which a person may be arrested and charged, and the requirement for the Director of Public Prosecutions' consent before further proceedings."
121,Provided that no person shall be arrested for or charged with an offence under section 3 of this Act save with the consent of the Director of Public Prosecutions first had and obtained.,provision,"This paragraph establishes a legal requirement that no person can be arrested or charged under a specific section without the consent of the Director of Public Prosecutions, making it an enforceable rule."
122,"[Act No. 53 of 1960, s. 6, Act No. 19 of 2014, s. 10.]",not_provision,"This text is a citation referencing specific acts and sections, not a standalone legal provision."
123,"20.  Proof of instigation, lawful authority or excuse (1)  Where it is an offence for a person to instigate another to do or omit to do any act or thing, it is immaterial whether or not the instigation succeeds in its purpose.",provision,This paragraph establishes a legal rule regarding the irrelevance of the success of instigation in determining the commission of an offence.
124,"(2)  For the avoidance of doubt, it is hereby declared that the burden of proving lawful or reasonable excuse or lawful authority shall be upon the person alleging the same, and accordingly in any proceedings for an offence under this Act or any regulations made thereunder it shall not be incumbent on the prosecution to prove the lack of any such excuse or authority.",provision,"This paragraph establishes a legal rule regarding the burden of proof in legal proceedings, specifying that the burden lies with the person alleging an excuse or authority."
125,"Notwithstanding anything contained in any other written law, a subordinate court may try any offence under this Act or under any regulations made thereunder and— (a) if presided over by a Senior Resident Magistrate, or by any Resident Magistrate upon whom such power has, by notice in the Gazette, been",provision,"This paragraph establishes the jurisdiction and authority of a subordinate court to try offences under the Act, specifying conditions under which certain magistrates can preside. It contains enforceable legal content."
126,"conferred, may pass any sentence authorised for such offence other than a sentence of imprisonment for a term exceeding ten years; (b) if presided over by a Resident Magistrate, may pass any such sentence other than a sentence of imprisonment for a term exceeding seven years; and (c) in any other case, may pass any such sentence other than a sentence of imprisonment for a term exceeding five years.",provision,"This paragraph establishes specific legal rules regarding the sentencing powers of different types of magistrates, detailing the maximum terms of imprisonment they can impose. It is enforceable and actionable."
127,"[Act No. 53 of 1960, s. 6, L.N. 87/1964, Act No. 19 of 2014, s. 11.]",not_provision,"This is a citation of amendments and legal references, not a standalone legal provision."
128,"22.  Regulations (1)  The Cabinet Secretary may make regulations prescribing anything which may be prescribed under this Act, and generally to give effect to the provisions of this Act.",provision,"This paragraph establishes the authority of the Cabinet Secretary to make regulations, which is an enforceable legal action."
129,"(2)  Notwithstanding the provisions of paragraph (e) of section 31 of the Interpretation and General Provisions Act (Cap. 2), regulations under this section may prescribe such penalties as the Cabinet Secretary may think fit for the contravention thereof, not exceeding, however, the penalties specified in section 17 of this Act.",provision,"This paragraph establishes a legal rule regarding the prescription of penalties for contraventions, specifying the authority and limitations on penalties."
