id,text,label
855,an issuer is not liable to the owner or any other person who incurs a loss as a result of the,
856,registration of a transfer of a debt obligation if,
857,(a) the necessary endorsements were on or with the debt obligation; and,
858,(b) the issuer had no duty to inquire into adverse claims or had discharged that duty.,
859,Duty of issuer on wrongful registration,
860,"(2) If an issuer has registered a transfer of a debt obligation to a person not entitled to it, the",
861,issuer shall on demand deliver a similar debt obligation to the owner unless,
862,(a) the issuer is not liable by virtue of subsection (1);,
863,(b) the owner is precluded by subsection 101(1) from asserting a claim; or,
864,(c) the delivery would result in an overissue to which section 54 applies.,
865,Lost or stolen debt obligation,
866,"101 (1) The owner of a debt obligation who fails to notify the issuer of an adverse claim, in",
867,"writing, within a reasonable time after the owner knows of the loss, apparent destruction or",
868,wrongful taking of the debt obligation is precluded from asserting against the issuer a claim to,
869,a new debt obligation if the issuer has registered a transfer of the debt obligation.,
870,Duty to issue new debt obligation,
871,"(2) If the owner of a debt obligation claims that the debt obligation has been lost, destroyed or",
872,"wrongfully taken, the issuer shall issue a new debt obligation in place of the original one if the",
873,(a) so requests before the issuer has notice that the debt obligation has been acquired by a,
874,"(b) provides the issuer with a sufficient indemnity bond or, in Quebec, a sufficient",
875,(c) satisfies any other reasonable requirements imposed by the issuer.,
876,"(3) If, after the issue of a new debt obligation under subsection (2), a good faith purchaser of",
877,"the original debt obligation presents the original one for registration of transfer, the issuer shall",
878,register the transfer unless registration would result in an overissue to which section 54,
879,Right of issuer to recover,
880,"(4) In addition to the rights that an issuer has by reason of an indemnity bond or, in Quebec, a",
881,"guarantee, the issuer may recover the new debt obligation issued under subsection (2) from",
882,the person to whom it was issued or any person taking under that person other than a good,
883,"102 An authenticating trustee, transfer agent or other agent or mandatary of an issuer has, in",
884,"respect of the issue, registration of transfer and cancellation of a debt obligation of the issuer,",
885,(a) a duty to the issuer to exercise good faith and reasonable diligence; and,
886,"(b) the same obligations to the holder or owner of the debt obligation and the same rights,",
887,privileges and immunities as the issuer.,
888,Notice to agent or mandatary,
889,"103 Notice to an authenticating trustee, transfer agent or other agent or mandatary of an",
890,issuer is notice to the issuer in respect of the functions performed by the agent or mandatary.,
891,104 (1) The following definitions apply in this Part.,
892,event of default means an event specified in a trust indenture on the occurrence of which a,
893,"security interest effected by the trust indenture becomes enforceable, or the principal, interest",
894,or other money payable under the trust indenture becomes or may be declared to be payable,
895,"before maturity, once all conditions — such as the giving of notice or the lapse of time —",
896,provided for by the trust indenture in connection with the event have been satisfied. (défaut),
897,"trustee means any person appointed as trustee, including the administrator of the property of",
898,"others, under the terms of a trust indenture to which a corporation is a party and includes any",
899,"trust indenture means any deed, indenture or other instrument or act, including any",
900,"supplement or amendment to one, made by a corporation after its incorporation or continuance",
901,"under this Act, under which the corporation issues debt obligations and in which a person is",
902,"appointed as trustee for the holders of the debt obligations issued under the deed, indenture or",
903,other instrument. (acte de fiducie),
904,(2) This Part applies to a trust indenture if the debt obligations issued or to be issued under the,
905,trust indenture are part of a distribution to the public.,
906,"(3) On application, the Director may exempt a trust indenture from the application of this Part if",
907,"the trust indenture, the debt obligations issued under it and the security interest effected by it",
908,are subject to a law of a province or a country other than Canada that is substantially,
909,105 (1) No person shall accept an appointment as trustee if there is a material conflict of,
910,interest between their role as trustee and their role in any other capacity.,
911,"(2) A trustee shall, within the prescribed period after becoming aware that a material conflict of",
912,"interest exists, eliminate the conflict of interest or resign.",
913,"(3) A trust indenture, any debt obligations issued under it and a security interest effected by it",
914,are valid despite a material conflict of interest of the trustee.,
915,"(4) The court may, on the application of an interested person, order, on any terms that it thinks",
916,"fit, that a trustee who has contravened subsection (1) or (2) be replaced.",
917,"106 A trustee, or at least one of the trustees if more than one is appointed, shall be a body",
918,corporate incorporated under the laws of Canada or a province and authorized to carry on the,
919,business of a trust company.,
920,List of debt obligation holders,
921,"107 (1) A holder of debt obligations issued under a trust indenture may, on payment to the",
922,trustee of any reasonable fee and on sending to the trustee the statutory declaration referred,
923,"to in subsection (4), require the trustee to furnish, within the prescribed period, a list of debt",
924,obligation holders setting out the prescribed information and updated in accordance with the,
925,"(2) On the demand of a trustee, the issuer of debt obligations shall furnish the trustee with the",
926,information required to enable the trustee to comply with subsection (1).,
927,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Corporate applicant",
928,"(3) If the applicant is a body corporate, the statutory declaration shall be made by a director or",
929,(4) The statutory declaration shall,
930,(b) state that the list will not be used except as permitted under subsection (5).,
931,(5) A list obtained under this section shall not be used by any person except in connection with,
932,(a) an effort to influence the voting of the holders of debt obligations;,
933,(b) an offer to acquire debt obligations; or,
934,"(c) any other matter relating to the debt obligations or the affairs of the issuer, the guarantor",
935,"or, in Quebec, the surety of the debt obligations.",
936,"108 (1) An issuer, a guarantor or, in Quebec, a surety of debt obligations issued or to be issued",
937,"under a trust indenture shall, before taking any of the following actions, provide the trustee with",
938,"evidence of compliance with the conditions, if any, in the trust indenture for taking that action:",
939,"(a) the issue, certification or delivery of debt obligations under the trust indenture;",
940,(b) the release or release and substitution of property subject to a security interest effected,
941,by the trust indenture; or,
942,(c) the satisfaction and discharge of the trust indenture.,
943,"Duty of issuer, guarantor or surety",
944,"(2) On the demand of a trustee, the issuer, the guarantor or, in Quebec, the surety of debt",
945,obligations issued or to be issued under a trust indenture shall provide the trustee with,
946,"evidence of compliance with the trust indenture by the issuer, guarantor or surety in respect of",
947,any act to be done by the trustee at their request.,
948,109 Evidence of compliance as required by section 108 shall consist of a statutory declaration,
949,"or certificate made by a director or an officer of the issuer, the guarantor or, in Quebec, the",
950,surety stating that the conditions referred to in that section have been complied with. If,
951,"compliance with any of those conditions is subject to review by legal counsel, evidence of",
952,compliance also includes an opinion of legal counsel that those conditions have been complied,
953,with. If compliance with any of those conditions is subject to review by an auditor or,
954,"accountant, evidence of compliance also includes an opinion or report of the public accountant",
955,"of the issuer, guarantor or surety, or any other accountant that the trustee selects, that those",
956,conditions have been complied with.,
957,110 The evidence of compliance referred to in section 109 shall include a statement by the,
958,(a) declaring that they have read and understand the conditions of the trust indenture,
959,referred to in section 108;,
960,(b) describing the nature and scope of the examination or investigation on which the,
961,"statutory declaration, certificate, opinion or report is based; and",
962,(c) declaring that they have made the examination or investigation that they believe,
963,"necessary to enable them to make their statutory declaration, certificate, opinion or report.",
964,Trustee may require evidence of compliance,
965,"111 (1) On the demand of a trustee, the issuer, the guarantor or, in Quebec, the surety of debt",
966,obligations issued under a trust indenture shall provide the trustee with evidence in any form,
967,that the trustee may require for compliance with any condition relating to any action required or,
968,"permitted to be taken by the issuer, guarantor or surety under the trust indenture.",
969,(2) At least once in each prescribed period beginning on the date of the trust indenture and at,
970,"any other time on the demand of a trustee, the issuer, the guarantor or, in Quebec, the surety",
971,of debt obligations issued under a trust indenture shall provide the trustee with,
972,"(a) a certificate that the issuer, the guarantor or, in Quebec, the surety has complied with all",
973,"requirements contained in the trust indenture that, if not complied with, would, with the",
974,"giving of notice, lapse of time or otherwise, constitute an event of default; or",
975,(b) a certificate of the particulars of any failure to comply with the requirements.,
976,112 The trustee shall give notice to the holders of debt obligations issued under a trust,
977,indenture of every event of default arising under the trust indenture and continuing at the time,
978,"the notice is given, unless the trustee reasonably believes that it is in the best interests of the",
979,"holders of the debt obligations to withhold the notice and so informs in writing the issuer, the",
980,"guarantor or, in Quebec, the surety. The notice shall be given within the prescribed period.",
981,113 A trustee in exercising their powers and discharging their duties shall,
982,(a) act honestly and in good faith with a view to the best interests of the holders of the debt,
983,obligations issued under the trust indenture; and,
984,"(b) exercise the care, diligence and skill of a reasonably prudent trustee.",
985,"114 Despite section 113, a trustee is not liable if they rely in good faith on statements",
986,"contained in a statutory declaration, certificate, opinion or report that complies with this Act or",
987,115 No term of a trust indenture or of any agreement between a trustee and the holders of,
988,"debt obligations issued under the trust indenture or between the trustee and the issuer, the",
989,"guarantor or, in Quebec, the surety shall operate so as to relieve a trustee from the duties",
990,imposed on the trustee by section 113.,
991,Functions of receiver or sequestrator,
992,"116 A receiver or sequestrator of any property of a corporation may, subject to the rights of",
993,"secured creditors, receive the income from the property, pay the liabilities connected with the",
994,property and realize the security interest of those on behalf of whom the receiver or,
995,"sequestrator is appointed, but, except to the extent permitted by a court, the receiver or",
996,sequestrator may not carry on the activities of the corporation.,
997,117 A receiver-manager of the corporation may carry on any activities of the corporation to,
998,protect the security interest of those on behalf of whom the receiver-manager is appointed.,
999,118 If a receiver-manager or sequestrator is appointed by a court or under an instrument or,
1000,"act, the powers of the directors of the corporation that a receiver-manager or sequestrator is",
1001,authorized to exercise may not be exercised by the directors until the receiver-manager or,
1002,"119 A receiver, receiver-manager or sequestrator appointed by a court shall act in accordance",
1003,with the orders of the court.,
1004,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Duty under instrument or act",
1005,"120 A receiver, receiver-manager or sequestrator appointed under an instrument or act shall",
1006,act in accordance with that instrument or act and any order of a court made under section 122.,
1007,"121 A receiver, receiver-manager or sequestrator of a corporation appointed under an",
1008,(a) act honestly and in good faith; and,
1009,(b) deal with any property of the corporation in their possession or control in a commercially,
1010,"122 On the application of a receiver, receiver-manager or sequestrator, whether appointed by",
1011,"a court or under an instrument or act, or of any interested person, a court may make",
1012,"(a) an order appointing, replacing or discharging a receiver, receiver-manager or",
1013,sequestrator and approving their accounts;,
1014,(b) an order determining the notice to be given to any interested person or dispensing with,
1015,"(c) an order fixing the remuneration of the receiver, receiver-manager or sequestrator;",
1016,"(d) an order requiring the receiver, receiver-manager or sequestrator, or a person by or on",
1017,"behalf of whom the receiver, receiver-manager or sequestrator is appointed, to make good",
1018,"any default in connection with the receiver’s, receiver-manager’s or sequestrator’s custody",
1019,"or management of the property and activities of the corporation, or relieving the receiver,",
1020,"receiver-manager or sequestrator, or a person by or on behalf of whom the receiver,",
1021,"receiver-manager or sequestrator was appointed, from any default on any terms that the",
1022,"(e) an order confirming any act of the receiver, receiver-manager or sequestrator;",
1023,"(f) an order giving directions on any matter relating to the duties of the receiver, receiver-",
1024,(g) any other order that it thinks fit.,
1025,Duties of receiver and receiver-manager,
1026,123 A receiver or receiver-manager shall,
1027,(a) immediately notify the Director of their appointment and discharge;,
1028,(b) take into their custody and control the property of the corporation in accordance with the,
1029,"court order, instrument or act under which they are appointed;",
1030,(c) open and maintain a bank account in their name as receiver or receiver-manager of the,
1031,corporation for the money of the corporation coming under their control;,
1032,(d) keep detailed accounts of all transactions carried out as receiver or receiver-manager;,
1033,(e) keep accounts of their administration that shall be available during usual business hours,
1034,for inspection by the directors of the corporation;,
1035,(f) prepare at least once in every prescribed period after the date of their appointment,
1036,financial statements of their administration as far as is practicable in the form required by,
1037,"(g) on completion of their duties, render a final account of their administration in the form",
1038,adopted for interim accounts under paragraph (f).,
1039,Duty to manage or supervise management,
1040,"124 Subject to this Act, the articles and any unanimous member agreement, the directors shall",
1041,manage or supervise the management of the activities and affairs of a corporation.,
1042,"125 A corporation shall have one or more directors, but a soliciting corporation shall not have",
1043,"fewer than three directors, at least two of whom are not officers or employees of the",
1044,126 (1) The following persons are disqualified from being a director of a corporation:,
1045,(a) anyone who is less than 18 years of age;,
1046,(b) anyone who is incapable;,
1047,(c) a person who is not an individual; and,
1048,(d) a person who has the status of a bankrupt.,
1049,"(2) Unless the by-laws otherwise provide, a director of a corporation is not required to be a",
1050,(3) No person shall act for an absent director at a meeting of directors.,
1051,"22/4/25, 21:34 Canada Not-for-profit Corporations Act 2009, c. 23, s. 126; 2018, c. 8, s. 100.",
1052,"127 (1) After the issue of the certificate of incorporation, the directors of a corporation shall",
1053,hold a meeting at which the directors may,
1054,(b) adopt forms of debt obligation certificates and corporate records;,
1055,(c) authorize the issue of debt obligations;,
1056,(e) appoint a public accountant to hold office until the first annual meeting of members;,
1057,(g) make banking arrangements; and,
1058,(h) transact any other business.,
1059,(2) Subsection (1) does not apply to a body corporate to which a certificate of amalgamation,
1060,has been issued under subsection 208(4) or to which a certificate of continuance has been,
1061,(3) An incorporator or a director may call the meeting by giving notice of the time and place of,
1062,the meeting to each director within the prescribed period.,
1063,"(4) A director may waive notice of the meeting, and attendance of a director at the meeting is a",
1064,"waiver of notice of the meeting, except if the director attends the meeting for the express",
1065,purpose of objecting to the transaction of any business on the grounds that the meeting is not,
1066,Resolution in lieu of meeting,
1067,(5) If all directors sign a resolution dealing with any matter referred to in paragraphs (1)(a) to,
1068,"(g), they are not required to hold the meeting referred to in subsection (1).",
1069,(6) A copy of the resolution shall be kept with the minutes of the meetings of directors.,
1070,"128 (1) At the time of sending articles of incorporation, a notice of directors in the form that the",
1071,Director fixes shall be sent to the Director.,
1072,(2) Each director named in the notice holds office from the issue of the certificate of,
1073,incorporation until the first meeting of members.,
1074,"(3) Members shall, by ordinary resolution at each annual meeting at which an election of",
1075,"directors is required, elect directors to hold office for a term expiring within the prescribed",
1076,(4) It is not necessary that all directors elected at a meeting of members hold office for the,
1077,(5) A director not elected for an expressly stated term ceases to hold office at the close of the,
1078,first annual meeting of members following the director’s election.,
1079,"(6) Despite subsections (2), (3) and (5), if directors are not elected at a meeting of members,",
1080,the incumbent directors continue in office until their successors are elected.,
1081,(7) If a meeting of members fails to elect the number or the minimum number of directors,
1082,"required by the articles by reason of a lack of consent, a disqualification under section 126 or",
1083,"the death of any candidate, the directors elected at that meeting may exercise all the powers",
1084,of the directors if the number of directors so elected constitutes a quorum.,
1085,"(8) The directors may, if the articles of the corporation so provide, appoint one or more",
1086,"additional directors, who shall hold office for a term expiring not later than the close of the next",
1087,"annual meeting of members, but the total number of directors so appointed may not exceed",
1088,one third of the number of directors elected at the previous annual meeting of members.,
1089,Election or appointment as director,
1090,"(9) An individual who is elected or appointed to hold office as a director is not a director, and is",
1091,"deemed not to have been elected or appointed to hold office as a director, unless",
1092,(a) the individual was present at the meeting when the election or appointment took place,
1093,and did not refuse to hold office as a director; or,
1094,(b) the individual was not present at the meeting when the election or appointment took,
1095,(i) consented to hold office as a director in writing before the election or appointment or,
1096,"within the prescribed period, or",
1097,(ii) has acted as a director after the election or appointment.,
1098,"2009, c. 23, s. 128; 2018, c. 8, s. 101.",
1099,"129 (1) A director of a corporation ceases to hold office when the director dies, resigns, is",
1100,removed in accordance with section 130 or becomes disqualified under section 126.,
1101,(2) A resignation of a director becomes effective at the time a written resignation is sent to the,
1102,"corporation or at the time specified in the resignation, whichever is later.",
1103,130 (1) The members of a corporation may by ordinary resolution at a special meeting remove,
1104,any director or directors from office.,
1105,(2) A director elected by a class or group of members that has an exclusive right to elect the,
1106,director may only be removed by an ordinary resolution of those members.,
1107,(3) A vacancy created by the removal of a director may be filled at the meeting of the members,
1108,"at which the director is removed or, if not so filled, may be filled under section 132.",
1109,"(4) If all of the directors have resigned or have been removed without replacement, a person",
1110,who manages or supervises the management of the activities or affairs of the corporation is,
1111,deemed to be a director for the purposes of this Act.,
1112,(5) Subsection (4) does not apply to,
1113,(a) an officer who manages the activities or affairs of the corporation under the direction or,
1114,control of a member or other person;,
1115,"(b) a lawyer, a notary, an accountant or other professional who participates in the",
1116,management of the corporation solely by providing professional services; or,
1117,"(c) a trustee in bankruptcy, receiver, receiver-manager, sequestrator or secured creditor",
1118,who participates in the management of the corporation or exercises control over its,
1119,"property solely for the purpose of the realization of security or, in the case of bankruptcy,",
1120,the administration of a bankrupt’s estate.,
1121,"131 (1) Subject to the by-laws, a director is entitled to submit to the corporation a written",
1122,statement giving reasons for resigning or for opposing the removal or replacement of the,
1123,director if a meeting is called for that purpose.,
1124,(2) A corporation shall immediately give notice to the members of the statement in the manner,
1125,referred to in section 162.,
1126,(3) A corporation shall immediately send a copy of the statement to the Director.,
1127,(4) No corporation or person acting on its behalf incurs any liability by reason only of,
1128,"132 (1) Subject to subsections (4) and (5), a quorum of directors may fill a vacancy among the",
1129,"directors, except a vacancy resulting from an increase in the number or the minimum or",
1130,maximum number of directors provided for in the articles or a failure to elect the number or,
1131,minimum number of directors provided for in the articles.,
1132,(2) If there is not a quorum of directors or if there has been a failure to elect the number or,
1133,"minimum number of directors provided for in the articles, the directors then in office shall",
1134,"without delay call a special meeting of members to fill the vacancy and, if they fail to call a",
1135,"meeting or if there are no directors then in office, the meeting may be called by any member.",
1136,"(3) If a corporation has neither directors nor members, the court may, on the application of an",
1137,"interested party, make an order appointing the required number or minimum number of",
1138,directors provided for in the articles.,
1139,Director elected by class or group,
1140,(4) If any class or group of members has an exclusive right to elect one or more directors and,
1141,"a vacancy occurs among those directors,",
1142,"(a) subject to subsection (5), the remaining directors elected by the class or group may fill",
1143,"the vacancy, except a vacancy resulting from an increase in the number or the minimum or",
1144,maximum number of directors provided for in the articles for that class or group or from a,
1145,failure to elect the number or minimum number of directors provided for in the articles for,
1146,the class or group; or,
1147,"(b) if there are no remaining directors, any member of the class or group may call a",
1148,meeting of the class or group to fill the vacancy.,
1149,(5) The by-laws may provide that a vacancy among the directors shall be filled only by a vote,
1150,"of the members, or by a vote of the members of any class or group having an exclusive right to",
1151,elect one or more directors if the vacancy occurs among the directors elected by that class or,
1152,(6) A director appointed or elected to fill a vacancy holds office for the unexpired term of their,
1153,Change in number of directors,
1154,133 (1) The members of a corporation may amend the articles to increase or decrease the,
1155,"number of directors, or the minimum or maximum number of directors, but no decrease shall",
1156,shorten the term of an incumbent director.,
1157,Election of directors where articles amended,
1158,(2) If the members at a meeting adopt an amendment to the articles of a corporation to,
1159,"increase or decrease the number or minimum or maximum number of directors, the members",
1160,"may, at the meeting, elect the number of directors authorized by the amendment, and for that",
1161,"purpose, despite subsections 202(1) and 276(3), on the issue of a certificate of amendment",
1162,the articles are deemed to be amended as of the date the members adopt the amendment.,
1163,Fixing the number of directors,
1164,"(3) If a minimum and maximum number of directors is provided for in the articles, the members",
1165,"may, from time to time by ordinary resolution, fix the number of directors of the corporation and",
1166,the number of directors to be elected at annual meetings of the members or delegate those,
1167,powers to the directors. No decrease in the number of directors shall shorten the term of an,
1168,Notice of change of director or director’s address,
1169,"134 (1) A corporation shall send to the Director a notice, within the prescribed period and in the",
1170,"form that the Director fixes, setting out any change among its directors or of the address of a",
1171,"(2) A director shall, within the prescribed period, send the corporation a notice of any change in",
1172,"(3) The court may, on the application of an interested person or the Director, make an order",
1173,requiring a corporation to comply with subsection (1) and make any further order that it thinks,
1174,135 A director is entitled to attend and be heard at every meeting of members.,
1175,"136 (1) Unless the articles or by-laws otherwise provide, the directors may meet at any place",
1176,and on any notice that the by-laws require.,
1177,"(2) Subject to the articles or by-laws, a majority of the number of directors or minimum number",
1178,"of directors required by the articles constitutes a quorum at any meeting of directors, and,",
1179,"despite any vacancy among the directors, a quorum of directors may exercise all the powers of",
1180,(3) A notice of a meeting of directors shall specify any matter referred to in subsection 138(2),
1181,"that is to be dealt with at the meeting but, unless the by-laws otherwise provide, need not",
1182,specify the purpose of or the business to be transacted at the meeting.,
1183,"(4) A director may waive notice of a meeting of directors, and attendance of a director at a",
1184,"meeting of directors is a waiver of notice of the meeting, except if the director attends a",
1185,meeting for the express purpose of objecting to the transaction of any business on the grounds,
1186,that the meeting is not lawfully called.,
1187,(5) Notice of an adjourned meeting of directors is not required to be given if the time and place,
1188,of the adjourned meeting is announced at the original meeting.,
1189,"22/4/25, 21:34 Canada Not-for-profit Corporations Act One director meeting",
1190,"(6) If a corporation has only one director, that director may constitute a meeting.",
1191,"(7) Subject to the by-laws, a director may, in accordance with the regulations, if any, and if all",
1192,"the directors of the corporation consent, participate in a meeting of directors or of a committee",
1193,"of directors by means of a telephonic, an electronic or other communication facility that permits",
1194,all participants to communicate adequately with each other during the meeting. A director so,
1195,participating in a meeting is deemed for the purposes of this Act to be present at that meeting.,
1196,137 (1) The by-laws may provide that the directors or members shall make any decision by,
1197,"consensus, including a decision required to be made by a vote, except a decision taken",
1198,(a) by a resolution referred to in subsection 182(1);,
1199,(b) by special resolution; or,
1200,(c) by a vote if consensus cannot be reached.,
1201,(2) By-laws that provide for consensus decision-making shall define the meaning of,
1202,"consensus, provide for how to determine when consensus cannot be reached and establish",
1203,the manner of referring any matter on which consensus cannot be reached to a vote.,
1204,(3) A decision made by consensus in accordance with this section is deemed to satisfy any,
1205,requirement under this Act for the taking of a vote.,
1206,138 (1) Directors of a corporation may appoint from their number a managing director or a,
1207,committee of directors and delegate to the managing director or committee any of the powers,
1208,"(2) Despite subsection (1), no managing director and no committee of directors has authority",
1209,(a) submit to the members any question or matter requiring the approval of members;,
1210,(b) fill a vacancy among the directors or in the office of public accountant or appoint,
1211,(c) issue debt obligations except as authorized by the directors;,
1212,(d) approve any financial statements referred to in section 172;,
1213,"(e) adopt, amend or repeal by-laws; or",
1214,"(f) establish contributions to be made, or dues to be paid, by members under section 30.",
1215,Validity of acts of directors and officers,
1216,139 An act of a director or an officer is valid despite an irregularity in their election or,
1217,appointment or a defect in their qualification.,
1218,"140 (1) A resolution in writing, signed by all the directors entitled to vote on that resolution at a",
1219,"meeting of directors or of a committee of directors, is as valid as if it had been passed at a",
1220,meeting of directors or committee of directors.,
1221,(2) A copy of every resolution referred to in subsection (1) shall be kept with the minutes of the,
1222,"(3) Unless a ballot is demanded, an entry in the minutes of a meeting to the effect that the",
1223,"chairperson of the meeting declared a resolution to be carried or defeated is, in the absence of",
1224,"evidence to the contrary, proof of the fact without proof of the number or proportion of the",
1225,votes recorded in favour of or against the resolution.,
1226,"141 (1) A director or an officer of a corporation shall disclose to the corporation, in writing or by",
1227,requesting to have it entered in the minutes of meetings of directors or of committees of,
1228,"directors, the nature and extent of any interest that the director or officer has in a material",
1229,"contract or material transaction, whether made or proposed, with the corporation, if the director",
1230,(a) is a party to the contract or transaction;,
1231,"(b) is a director or an officer, or an individual acting in a similar capacity, of a party to the",
1232,(c) has a material interest in a party to the contract or transaction.,
1233,Time of disclosure for director,
1234,"(2) The disclosure required by subsection (1) shall be made, in the case of a director,",
1235,(a) at the meeting at which a proposed contract or transaction is first considered;,
1236,"(b) if the director was not, at the time of the meeting referred to in paragraph (a), interested",
1237,"in the proposed contract or transaction, at the first meeting after the director becomes so",
1238,"(c) if the director becomes interested after a contract or transaction is made, at the first",
1239,meeting after the director becomes so interested; or,
1240,"(d) if an individual who is interested in a contract or transaction later becomes a director, at",
1241,the first meeting after the individual becomes a director.,
1242,Time of disclosure for officer,
1243,"(3) The disclosure required by subsection (1) shall be made, in the case of an officer who is",
1244,"(a) immediately after the officer becomes aware that the contract, transaction, proposed",
1245,contract or proposed transaction is to be considered or has been considered at a meeting;,
1246,"(b) if the officer becomes interested after a contract or transaction is made, immediately",
1247,after the officer becomes so interested; or,
1248,"(c) if an individual who is interested in a contract or transaction later becomes an officer,",
1249,immediately after the individual becomes an officer.,
1250,Time of disclosure for director or officer,
1251,"(4) If a material contract or material transaction, whether entered into or proposed, is one that,",
1252,"in the ordinary course of the corporation’s activities, would not require approval by the",
1253,"directors or members, a director or an officer shall, immediately after they become aware of",
1254,"the contract or transaction, disclose in writing to the corporation, or request to have entered in",
1255,"the minutes of meetings of directors or of committees of directors, the nature and extent of",
1256,(5) A director required to make a disclosure under subsection (1) shall not vote on any,
1257,resolution to approve the contract or transaction unless the contract or transaction,
1258,"(a) relates primarily to the director’s remuneration as a director, an officer, an employee, an",
1259,agent or a mandatary of the corporation or an affiliate;,
1260,(b) is for indemnity or insurance under section 151; or,
1261,(c) is with an affiliate.,
1262,"(6) For the purposes of this section, a general notice to the directors declaring that a director or",
1263,"an officer is to be regarded as interested, for any of the following reasons, in a contract or",
1264,"transaction made with a party, is a sufficient declaration of interest in relation to the contract or",
1265,"(a) the director or officer is a director or an officer, or acting in a similar capacity, of a party",
1266,referred to in paragraph (1)(b) or (c);,
1267,(b) the director or officer has a material interest in the party; or,
1268,(c) there has been a material change in the nature of the director’s or the officer’s interest,
1269,(7) The members of the corporation may examine the portions of any minutes of meetings of,
1270,"directors or of committees of directors that contain disclosures under this section, and of any",
1271,"other documents that contain those disclosures, during the corporation’s usual business hours.",
1272,"(8) A contract or transaction for which disclosure is required under subsection (1) is not invalid,",
1273,and the director or officer is not accountable to the corporation or its members for any profit,
1274,"realized from the contract or transaction, because of the director’s or officer’s interest in the",
1275,contract or transaction or because the director was present or was counted to determine,
1276,whether a quorum existed at the meeting of directors or of the committee of directors that,
1277,"considered the contract or transaction, if",
1278,(a) disclosure of the interest was made in accordance with this section;,
1279,(b) the directors approved the contract or transaction; and,
1280,(c) the contract or transaction was reasonable and fair to the corporation when it was,
1281,"(9) Even if the conditions of subsection (8) are not met, a director or an officer, acting honestly",
1282,"and in good faith, is not accountable to the corporation or to its members for any profit realized",
1283,"from a contract or transaction for which disclosure is required under subsection (1), and the",
1284,contract or transaction is not invalid by reason only of the interest of the director or officer in,
1285,"the contract or transaction, if",
1286,(a) the contract or transaction is approved or confirmed by special resolution at a meeting,
1287,(b) disclosure of the interest was made to the members in a manner sufficient to indicate its,
1288,nature and extent before the contract or transaction was approved or confirmed; and,
1289,"(10) If a director or an officer of a corporation fails to comply with this section, a court may, on",
1290,"the application of the corporation or any of its members, set aside or annul the contract or",
1291,"transaction on any terms that it thinks fit, require the director or officer to account to the",
1292,corporation for any profit or gain realized on the contract or transaction or make any other,
1293,order that the court thinks fit.,
1294,"142 Subject to the articles, the by-laws and any unanimous member agreement,",
1295,"(a) the directors may designate the offices of the corporation, appoint as officers persons of",
1296,"full capacity, specify their duties and delegate to them powers to manage the activities and",
1297,"affairs of the corporation, except powers to do anything referred to in subsection 138(2);",
1298,(b) a director may be appointed to any office of the corporation; and,
1299,(c) two or more offices of the corporation may be held by the same person.,
1300,"143 (1) Subject to the articles, the by-laws and any unanimous member agreement, the",
1301,"directors of a corporation may fix the reasonable remuneration of the directors, officers and",
1302,Services performed in other capacity,
1303,"(2) Subject to the by-laws, a director, an officer or a member may receive reasonable",
1304,remuneration and expenses for any services to the corporation that are performed in any other,
1305,"144 Unless the by-laws of the corporation otherwise provide, a director, an officer or an",
1306,employee may receive indemnification for their expenses incurred on behalf of the corporation,
1307,"as a director, an officer or an employee.",
1308,145 (1) Directors of a corporation who vote for or consent to a resolution authorizing any of the,
1309,"following are jointly and severally, or solidarily, liable to restore to the corporation any money or",
1310,other property so paid or distributed and not otherwise recovered by the corporation:,
1311,"(a) a payment or distribution to a member, a director or an officer contrary to this Act; or",
1312,(b) a payment of an indemnity contrary to this Act.,
1313,(2) A director who has satisfied a judgment rendered under this section is entitled to recover,
1314,from the other directors who voted for or consented to the unlawful act on which the judgment,
1315,was founded their respective shares.,
1316,(3) A director liable under subsection (1) is entitled to apply to a court for an order compelling a,
1317,member or other recipient to pay or deliver to the director any money or other property that,
1318,was paid or distributed to the member or other recipient contrary to this Act.,
1319,"(4) On an application under subsection (3), a court may, if it is satisfied that it is equitable to do",
1320,"so, order a member or other recipient to pay or deliver to a director any money or other",
1321,property that was paid or distributed to the member or other recipient contrary to this Act and,
1322,make any further order that it thinks fit.,
1323,(5) An action to enforce a liability imposed by this section may not be commenced after two,
1324,years from the date of the resolution authorizing the action complained of.,
1325,Liability of directors for wages,
1326,"146 (1) Directors of a corporation are jointly and severally, or solidarily, liable to employees of",
1327,the corporation for all debts not exceeding six months’ wages payable to each employee for,
1328,services performed for the corporation while they are directors.,
1329,(2) A director is not liable under subsection (1) unless,
1330,(a) the corporation has been sued for the debt within six months after it has become due,
1331,and execution has been returned unsatisfied in whole or in part;,
1332,(b) the corporation has commenced liquidation and dissolution proceedings or has been,
1333,dissolved and a claim for the debt has been proved within six months after the earlier of the,
1334,date of commencement of the liquidation and dissolution proceedings and the date of,
1335,(c) the corporation has made an assignment or a receiving order has been made against it,
1336,under the Bankruptcy and Insolvency Act and a claim for the debt has been proved within,
1337,six months after the date of the assignment or receiving order.,
1338,"(3) A director, unless sued for a debt referred to in subsection (1) while a director or within two",
1339,"years after ceasing to be a director, is not liable under this section.",
