id,text,label,explanation
176,(4) A public benefit organization which has been registered retains its registration until—,provision,"This paragraph establishes a condition related to the retention of registration for a public benefit organization, indicating it is part of a legal rule or process."
177,(a) its registration is cancelled under this Act;,provision,"This sentence establishes a condition under which registration is cancelled, which is an enforceable action under the Act."
178,(b) the organization is voluntarily deregistered; or,provision,"This phrase outlines a condition under which an organization may be deregistered, indicating a legal process or rule."
179,(c) the organization is wound-up or dissolved.,provision,"This phrase implies a condition or situation that triggers a legal consequence, likely part of a larger provision about what happens if an organization is wound-up or dissolved."
180,International 11. (1) An organization which is registered outside organizations. Kenya and which intends to operate in Kenya shall apply to the Authority for a certificate to operate in Kenya.,provision,"This paragraph establishes a legal requirement for organizations registered outside Kenya to apply for a certificate to operate in Kenya, thus creating an obligation and a process."
181,(2) The Authority shall take any of the following actions on an application made under subsection (1) —,provision,"This paragraph outlines actions that the Authority is empowered to take, establishing a legal process or obligation."
182,"(a) exempt the organization from registration, and instead grant that organization a permit to operate in Kenya, if that organization does not intend to directly implement any activities or programmes in Kenya or operate from Kenya to implement any activities or programmes in another country;",provision,This paragraph establishes a legal rule regarding the exemption of an organization from registration and the conditions under which a permit to operate may be granted.
183,"(b) require the organization to apply for registration as an international organization, if that organization intends to directly implement any activities or programmes in Kenya or operate from Kenya to implement any activities or programthes in another country.",provision,This paragraph establishes a legal requirement for an organization to apply for registration if it intends to implement activities in Kenya or operate from Kenya. It contains enforceable content.
184,(3) The Authority shall not exempt an organization from registration under subsection (2)(a) if that organization intends to —,provision,"This paragraph establishes a legal rule regarding the conditions under which an organization cannot be exempted from registration, making it an enforceable provision."
185,(a) engage in direct implementation of any activity or program in Kenya or operate from Kenya to implement any activities or programs in another country;,provision,"This paragraph establishes a restriction on engaging in specific activities or programs in Kenya or from Kenya, making it an enforceable rule."
186,(b) raise any subscriptions or engage in any other form of raising of funds in Kenya.,provision,"This paragraph establishes a legal obligation or restriction related to raising funds in Kenya, making it enforceable or actionable."
187,"(4) The Authority shall require an organization that applies for registration pursuant to subsection (2) (b) to undergo the same registration procedures, and satisfy such application requirements, as may be provided for in the regulations.",provision,This paragraph establishes a legal obligation for organizations applying for registration to undergo specific procedures and satisfy application requirements as outlined in the regulations.
188,(5) An organization registered pursuant to an application made under subsection (2)(b) shall be required by the Authority to —,provision,"This paragraph establishes an obligation for an organization registered under a specific application process, indicating it is a legal provision."
189,have at least one third of its directors who are (a) Kenyan citizens and who are resident in Kenya; and,provision,"This sentence establishes a legal requirement for the composition of a company's board of directors, specifying citizenship and residency criteria."
190,(b) maintain an office in Kenya.,provision,"This establishes an obligation to maintain an office in Kenya, which is an enforceable requirement."
191,(6) Regulations shall provide for the regulation of organizations issued with a permit to operate in Kenya under subsection (2) (a).,provision,"This sentence establishes a legal obligation to create regulations for organizations with permits, making it enforceable."
192,"12. If, upon the expiry of sixty days from the date a Presumption of public benefit organization made an application for registration. registration under section 9(1), no decision has been made by the Authority, the public benefit organization may apply to the Tribunal for an order requiring the Authority to issue to it a certificate of registration or communicate to the organization that the registration has been refused, together with the reasons therefor.",provision,This paragraph establishes a legal process for a public benefit organization to apply to a Tribunal if the Authority has not made a decision within sixty days regarding its registration application. It outlines the organization's right to seek an order from the Tribunal and specifies the actions the Authority must take.
193,13.(1) The certificate of registration issued by the Effect of Authority shall be conclusive evidence that the registration. organization—,provision,"This paragraph establishes a legal rule regarding the certificate of registration, indicating its effect as conclusive evidence, which is enforceable content."
194,(a) has met all the requirements for registration;,not_provision,"This text is a fragment and does not establish a complete legal rule, right, obligation, or process on its own."
195,(b) has been duly registered in accordance with this Act unless it is proved that the registration thereof has been cancelled;,provision,"This sentence establishes a legal requirement regarding the registration of something under the Act, with a condition for cancellation. It is enforceable and actionable."
196,(c) is a body corporate.,provision,"This establishes the legal status of an entity as a body corporate, which is an enforceable legal designation."
197,"14. Any official notices, letters, summons, or other legal Service of process shall be considered validly served on a registered official notices, public benefit organization if it is delivered in person or by letters, mail to the authorized agent or to the address specified summons or pursuant to section 8 (2) (d) and (3) (d) of this Act. legal process.",provision,"This paragraph establishes a legal rule regarding how official notices and legal processes are to be validly served on a public benefit organization. It specifies the methods of delivery and references specific sections of the Act, making it enforceable and actionable."
198,15. (1) The Authority shall maintain a register of all Register of registered public benefit organizations and such register public benefit shall include the following information— organisations.,provision,"This paragraph establishes an obligation for the Authority to maintain a register, which is an enforceable action."
199,(a) the area of the activities of the organization;,not_provision,This text appears to be part of a list or description rather than a standalone legal rule or obligation.
200,(b) the registered officials for the time being in charge of the organization;,not_provision,"This is a fragment of a sentence or clause and does not establish a standalone legal rule, right, obligation, restriction, or process."
201,(c) any information presented to the Authority by the organization pursuant to this Act or regulations;,provision,"This paragraph establishes a requirement for organizations to present information to the Authority, which is an enforceable obligation under the Act or regulations."
202,(d) a detailed inventory of the assets of the organization;,provision,"This paragraph establishes a requirement for a detailed inventory of the organization's assets, which is an enforceable obligation."
203,any other information that the (e) Authority may deem necessary to,not_provision,"This fragment does not establish a legal rule, right, obligation, or process. It appears to be part of a larger sentence or clause and lacks enforceable content on its own."
204,include or as may be provided in the regulations.,not_provision,"This phrase is incomplete and does not establish a standalone legal rule, right, obligation, restriction, or process. It appears to be part of a larger provision."
205,(2) The register kept under this section shall—,provision,"The phrase indicates a requirement or obligation related to maintaining a register, suggesting it is part of a legal rule or process."
206,be open to public inspection during (a) ordinary business hours; and—,not_provision,"This text is part of a larger sentence or provision and does not independently establish a legal rule, right, obligation, restriction, or process."
207,"any person may request, in (i) person or by mail, a copy of any entry in the register; and",provision,"The paragraph establishes a right for any person to request a copy of an entry in the register, specifying the methods by which the request can be made. This is actionable content."
208,(ii) no more than a reasonable charge may be made for a copy of an entry in the register;,provision,"This sentence establishes a legal restriction on the amount that can be charged for a copy of an entry in the register, making it an enforceable rule."
209,(b) be made available through the internet.,provision,"This phrase suggests an obligation or requirement for something to be made available through the internet, indicating an enforceable action."
210,"(3) Any person may, upon payment of the prescribed fee-",provision,"This paragraph establishes a legal right or process contingent upon the payment of a fee, indicating it is part of a larger enforceable rule."
211,(a) inspect the register or any documents filed with the Authority;,provision,"This sentence establishes a right or process, allowing someone to inspect the register or documents filed with the Authority."
212,"(b) require to be supplied with a certificate, duly certified by the Authority, showing the subsisting entries in the register relating to any organization registered under this Act; or",provision,"This paragraph establishes a legal requirement for supplying a certified certificate showing entries in a register, which is an enforceable obligation."
213,"(c) require to be supplied with a copy of, or an extract from, any document filed with the Authority duly certified by the Authority to be a true copy or extract, as the case may be.",provision,This paragraph establishes a legal right or obligation regarding the supply of certified copies or extracts of documents filed with the Authority.
214,"(4) Despite subsection (2), the Authority may refuse to issue a copy of a certificate of registration to an applicant unless that applicant satisfies such conditions as the Authority may determine, including satisfying the Authority as to the intention of the use of the copy.",provision,"This paragraph establishes a legal rule regarding the conditions under which the Authority may refuse to issue a copy of a certificate of registration, making it enforceable and actionable."
215,"(5) A copy of an entry requested under subsection (2) (a) (i), or a written decision explaining the reasons for the denial of the request, shall be furnished to the person making the request within thirty days of request.",provision,"This paragraph establishes a legal obligation to provide a copy of an entry or a written decision within a specified timeframe, making it enforceable and actionable."
216,"(6) Within fourteen days after the end of each quarter of the financial year, the Authority shall publish in the Gazette and on a website which it shall maintain for the purpose of publication of information relating to its operations, the",provision,"This paragraph establishes an obligation for the Authority to publish information within a specified timeframe, making it an enforceable rule."
217,The Public Benefit Organizations 2013 No. 18,not_provision,"This is a title or reference to a specific legal document, not a standalone legal provision."
218,(a) all public benefit organizations that are registered;,not_provision,"This fragment does not establish a legal rule, right, obligation, or process. It appears to be part of a larger sentence or list."
219,all public benefit organizations whose (b) registration were cancelled during the preceding quarter of the financial year; and,not_provision,"This text appears to be part of a list or a continuation of a sentence and does not establish a standalone legal rule, right, obligation, restriction, or process."
220,"(c) all public benefit organizations which deregistered voluntarily, were wound up or dissolved during the previous quarter of the financial year.",provision,"This paragraph establishes a requirement for reporting on public benefit organizations that have deregistered, wound up, or dissolved, making it an actionable obligation."
221,"(7) A public benefit organization that has been deregistered shall be removed from the register, but its entry in the register, including the decision on deregistration and the reasons thereof, shall be retained and made available to the public upon request.",provision,"This paragraph establishes a legal rule regarding the retention and availability of records for a deregistered public benefit organization, making it enforceable and actionable."
222,(8) The register shall be received in proceedings before any court or tribunal as evidence of the matters recorded therein which are required by or under this Act to be so recorded.,provision,"This paragraph establishes a legal rule regarding the admissibility of the register as evidence in court or tribunal proceedings, making it enforceable and actionable."
223,"(9) A document purporting to be certified by the Director to be a true copy of an entry in the register stating that a public benefit organization is not, or was not registered on a date specified in the document, shall be received in proceedings before a court or tribunal as prima facie evidence of any such matters contained in the entry or of that fact, as the case may be.",provision,This paragraph establishes a legal rule regarding the admissibility of a certified document as prima facie evidence in legal proceedings.
224,"16. (1) The Authority may refuse to register any Refusal of organization as a public benefit organization where, in its registration. opinion—",provision,"This paragraph establishes a legal rule by granting the Authority the power to refuse registration of an organization as a public benefit organization based on its opinion. It outlines a potential action that can be taken by the Authority, making it enforceable."
225,(a) the application for registration does not comply with the requirements of this Act;,provision,"This paragraph establishes a condition under which an application for registration may be considered non-compliant, implying a legal requirement or obligation."
226,(b) the objectives of the proposed public benefit organization contravenes any written law;,provision,"This paragraph establishes a condition under which the objectives of a proposed public benefit organization would be considered invalid, as it contravenes any written law. It implies a legal restriction or rule."
227,"(c) the applicant organization has committed a serious violation or repeated violation of this Act, other laws or regulations;",provision,"This paragraph establishes a condition under which an applicant organization may face consequences, indicating a legal rule or obligation."
228,(d) the applicant has given false or misleading information in any,provision,"This paragraph implies a legal rule or condition related to providing false or misleading information, which could lead to legal consequences or actions."
229,"(e) the name of the proposed public benefit organization is similar to the name of another institution, other organization or entity as to be likely to mislead the public as to its true identity.",provision,"This paragraph establishes a restriction regarding the naming of a proposed public benefit organization, indicating that it should not be misleadingly similar to another entity's name."
230,"(2) Where the Authority has refused registration of a proposed public benefit organization, it shall, within fourteen days of the decision, notify the applicant of the reasons for the refusal.",provision,"This paragraph establishes an obligation for the Authority to notify the applicant of the reasons for refusal within a specific timeframe, making it an enforceable rule."
231,17. (1) An applicant who is aggrieved by a decision of Review by the the Authority may apply to the Authority for review of its Authority or decision within thirty days of receiving a written notice of appeal to the the decision. Tribunal.,provision,"This paragraph establishes a legal process for an applicant to seek a review of a decision by the Authority, including a specific timeframe for action."
232,(2) An applicant who is aggrieved by a decision of the Authority following review may appeal to the Tribunal against the decision.,provision,"This paragraph establishes a legal right for an applicant to appeal a decision, which is an enforceable action."
233,"(3) Without prejudice to subsection (1), an applicant who is aggrieved by a decision of the Authority may, within thirty days of receiving a written notice of the decision, appeal to the Tribunal against the decision of the Authority.",provision,"This paragraph establishes a legal right and process for an applicant to appeal a decision made by the Authority, specifying a timeframe and the entity to which the appeal should be made."
234,"(4) Upon receipt of an appeal, the Tribunal shall, within sixty days from the date of receiving the appeal, consider and determine the appeal.",provision,"This paragraph establishes a legal obligation for the Tribunal to consider and determine an appeal within a specified timeframe, making it an enforceable rule."
235,"18. (1) Where a public benefit organization registered Procedure for under this Act is in violation of the provisions of this Act, suspension or the Authority may serve on the organization a default notice cancellation. in writing specifying the nature of the default.",provision,"This paragraph establishes a legal procedure for addressing violations by a public benefit organization, including the issuance of a default notice by the Authority."
236,"(2) Upon receipt of the default notice, the public benefit organization may make representations in writing to the Authority regarding remedy or rectification of the default or violation of the Act.",provision,"This paragraph establishes a process by which a public benefit organization can respond to a default notice, indicating a legal right to make representations to the Authority."
237,"(3) Where the public benefit organization has failed to remedy or rectify the default or ensure compliance with the provisions of this Act within the time specified in the default notice or has not made representations satisfactory to the Authority, the Authority shall fine, suspend or cancel the certificate of registration of the organization but in no event shall the time limit for compliance be less than fifteen days after receipt of the default notice.",provision,"This paragraph establishes a legal rule regarding the consequences for a public benefit organization failing to comply with a default notice, including fines, suspension, or cancellation of registration. It specifies enforceable actions and a minimum time limit for compliance."
238,"(4) A public benefit organization that has been fined or whose certificate has been suspended or cancelled may, within sixty days of receiving notice of the decision, apply to the Authority for review of the decision to fine it, suspend or cancel the certificate if it is dissatisfied by the reasons for such fine, suspension or cancellation.",provision,"This paragraph establishes a legal process for a public benefit organization to apply for a review of a decision regarding fines, suspension, or cancellation of its certificate. It specifies a timeframe and conditions under which the organization can seek review, making it an enforceable legal rule."
239,"(5) Notwithstanding subsection (4), a public benefit organization which is dissatisfied by the decision of the Authority to fine it, suspend or cancel a certificate may appeal to the Tribunal.",provision,"This paragraph establishes a legal right for a public benefit organization to appeal a decision made by the Authority, which is an actionable and enforceable content."
240,"19. (1) Subject to section 17, the Authority may cancel Suspension or a certificate of registration issued under this Act, if — cancellation of certificate. (a) the public benefit organization has committed violations of this Act;",provision,"This paragraph establishes a legal rule regarding the conditions under which the Authority may cancel a certificate of registration, making it an enforceable provision."
241,(b) the public benefit organization is carrying out its activities in a manner which is contrary to its constitution.,provision,"This paragraph establishes a condition related to the activities of a public benefit organization, indicating a legal obligation to adhere to its constitution. It implies enforceability if the organization acts contrary to this provision."
242,"(2) The Authority may, subject to section 17, suspend or cancel a certificate of registration issued under this Act if there is substantial and credible evidence that the public benefit organization has ceased to exist.",provision,"This paragraph establishes a legal rule regarding the suspension or cancellation of a certificate of registration, specifying conditions under which the Authority may take action."
243,(3) Where the certificate of registration has been suspended or cancelled the Authority shall—,provision,"This paragraph outlines an obligation or action that the Authority must take when a certificate of registration has been suspended or cancelled, indicating it is a legal provision."
244,"(a) in writing, notify the relevant public benefit organization within twenty-one days from the date of suspension or cancellation;",provision,"This paragraph establishes an obligation to notify a public benefit organization in writing within a specified time frame, making it an enforceable rule."
245,(b) order such public benefit organization to stop its operations; or,provision,"This text establishes an enforceable action that can be taken against a public benefit organization, making it a legal provision."
246,(c) remove the name of such public benefit organization from the register.,provision,This paragraph establishes an actionable process or obligation related to removing a public benefit organization from a register.
247,"(4) Cancellation of the certificate of registration terminates all the public benefit organization benefits but does not terminate any obligations, including those with respect to monies or assets obtained while the organization was a registered public benefit organization, nor does it terminate reporting requirements covering any such monies or assets or any period of time during which it was a registered public benefit organization.",provision,"This paragraph establishes legal consequences and obligations related to the cancellation of a certificate of registration for a public benefit organization. It specifies the termination of benefits and the continuation of obligations, making it an enforceable legal rule."
248,"PART III- SELF-REGULATION, ADMINISTRATIVE AND REPORTING OBLIGATIONS",not_provision,This is a part heading and does not contain enforceable or actionable content.
249,20. (1) Every organization has the freedom to — 	Freedom of,provision,"This paragraph establishes a legal right related to the freedom of organizations, indicating it is a provision."
250,association. join in association with other organization or (a) organizations as it may desire and to participate in forming a forum of public benefit organizations under this Act;,provision,"The paragraph outlines the ability of an association to join with other organizations and participate in forming a forum, establishing a right or process under the Act."
251,join a forum of public benefit organizations; (b),not_provision,This text is part of a list or a continuation of a sentence and does not establish a standalone legal rule or obligation.
252,exit a forum of public benefit organizations. (c),not_provision,"This text appears to be a fragment or part of a larger sentence and does not establish a standalone legal rule, right, obligation, restriction, or process."
253,"(2) Every organization which is a member of a forum of public benefit organizations has the right, subject to the constitution of that forum, to —",provision,"This paragraph establishes a legal right for organizations that are members of a forum, subject to certain conditions."
254,(a) participate in its lawful activities;,provision,"This establishes a right or obligation related to participation in lawful activities, making it enforceable or actionable."
255,of 	its in the election (b) participate officials and representatives.,not_provision,"The text appears to be incomplete and lacks context or structure to establish a legal rule, right, obligation, restriction, or process. It seems to be a fragment rather than a standalone provision."
256,"21. (1) There is established a federation of registered Establishment public benefit organizations to be known as the National of the Federation of Public Benefits Organizations, which shall be Federation, etc. an umbrella organization of all public benefit organizations registered under this Act and the self-regulation forums of public benefit organizations recognised by the Authority.",provision,"This paragraph establishes a legal entity, the National Federation of Public Benefits Organizations, and describes its role as an umbrella organization for registered public benefit organizations, making it a legal provision."
257,(2) Every registered organization shall be eligible for membership of the Federation.,provision,"This sentence establishes a legal rule regarding the eligibility for membership in the Federation, making it an enforceable provision."
258,(3) The Federation shall be a body corporate with perpetual succession capable in its name of-,provision,"This paragraph establishes the legal status and capabilities of the Federation, indicating it is a body corporate with perpetual succession. It outlines a legal rule regarding its corporate identity."
259,(4) The Federation shall —,not_provision,"This is an incomplete statement and does not establish a legal rule, right, obligation, restriction, or process on its own."
260,(a) be managed by a governing board consisting of not more than nine members;,provision,"This sentence establishes a rule regarding the management structure of an entity, specifying the composition of its governing board."
261,(b) have a secretariat under the supervision of the chief executive officer of the,not_provision,"This text appears to be a fragment and lacks complete information to establish a legal rule, right, obligation, restriction, or process. It seems to be part of a larger provision."
262,Federation who shall also be the secretary to the governing board of the Federation;,not_provision,"This text appears to be part of a larger sentence or clause and does not establish a standalone legal rule, right, obligation, restriction, or process."
263,"(c) subject to paragraphs (a) and (b), adopt its own structure, rules and procedures for the efficient administration of its activities.",provision,"This paragraph establishes a legal rule or process by allowing the adoption of structure, rules, and procedures, subject to certain conditions."
264,(5) The elections to an office in the governing board of the Federation shall be supervised by the Independent Electoral and Boundaries Commission.,provision,"This paragraph establishes a legal rule regarding the supervision of elections by a specific commission, making it enforceable and actionable."
265,(6) The rules on the conduct of the elections to an office in the governing board of the Federation shall ensure that every member organization is able to vote in the election and shall include the quorum required for the purposes of the election.,provision,"This paragraph establishes rules regarding the conduct of elections, ensuring voting rights for member organizations and specifying quorum requirements, making it enforceable and actionable."
266,(7) The Cabinet Secretary shall have powers to ensure the compliance with the rules and procedures of the Federation at all times including during its elections.,provision,"This paragraph establishes a legal rule by granting the Cabinet Secretary powers to ensure compliance with rules and procedures, making it enforceable and actionable."
267,"(8) Notwithstanding anything contained in the rules of the Federation, a member of the governing board of the Federation shall hold office for five years but shall be eligible for election for one more term.",provision,"This paragraph establishes a rule regarding the term length and eligibility for re-election of a member of the governing board, making it an enforceable provision."
268,(9) The objectives and functions of the Federation shall be to —,not_provision,"This is an introductory phrase indicating the start of a list of objectives and functions, but it does not itself establish a legal rule or obligation."
269,(a) provide leadership on matters of interest to the sector and for the promotion of the sector generally;,provision,"This paragraph establishes an obligation or responsibility to provide leadership and promote the sector, which is actionable and enforceable."
270,(b) promote self-regulation by the forums for self-regulation of public benefit organizations;,provision,"This paragraph establishes an obligation or goal to promote self-regulation, which is an actionable content related to legal processes for public benefit organizations."
271,(c) co-ordinate the self-regulation forums registered under this Part;,provision,"This paragraph establishes an obligation or responsibility to coordinate self-regulation forums, which is enforceable or actionable."
272,"(d) monitor the performance of the self- regulation forums and advise the Authority in the monitoring and enforcement of compliance by these forums and their respective public benefit organizations members with the provisions of this Act, the regulations and the general code of conduct and the codes of conduct adopted by the self-",provision,"This paragraph outlines a specific duty related to monitoring and advising on compliance, which is an enforceable obligation."
273,445 2013 The Public Benefit Organizations No. 18,not_provision,"This appears to be a citation or reference to a specific legal document or section, not a standalone legal provision."
274,(e) advise the Authority generally on the development of the public benefit organizations sector;,provision,"This paragraph establishes an obligation or duty to advise the Authority on the development of the public benefit organizations sector, which is enforceable or actionable."
275,(f) facilitate the building of the capacity of non-governmental organizations for the enhancement of the effectiveness of these organizations;,provision,"This paragraph establishes an obligation or goal to facilitate capacity building for NGOs, which is actionable and enforceable."
276,(g) render such advice to donors and the Authority on any issue relating to the sector.,provision,"This paragraph establishes an obligation or duty to provide advice, which is an actionable content."
277,"(10) The Cabinet Secretary, the Authority and the Federation shall have regular consultations for the purpose of harmonising their policies and for the co-ordination of the sector.",provision,"This paragraph establishes an obligation for regular consultations between specific entities to harmonize policies and coordinate the sector, which is an enforceable action."
278,(11) The Tribunal shall have jurisdiction in respect of disputes mentioned in subsection (12).,provision,"This sentence establishes the jurisdiction of the Tribunal over certain disputes, which is an enforceable legal rule."
279,(12) The disputes referred to in subsection to in subsection (11) shall be disputes-,provision,"This sentence introduces a legal rule or process regarding disputes, indicating it is part of a larger provision."
280,(a) between any member of the Federation and the Federation;,not_provision,"This text appears to be a fragment or part of a larger provision and does not establish a complete legal rule, right, obligation, or process on its own."
281,between the members of the Federation; (b),not_provision,"This text appears to be part of a list or a continuation of a sentence, lacking context to establish a standalone legal rule or obligation."
282,(c) between the Federation and the Authority.,not_provision,"This text is a fragment and does not establish a legal rule, right, obligation, or process. It appears to be part of a larger sentence or clause."
283,(13) The Tribunal shall also determine any appeals from-,provision,"This sentence indicates a legal process related to the Tribunal's authority to determine appeals, which is an actionable legal content."
284,(a) a decision of the Cabinet Secretary or the Authority concerning the Federation;,not_provision,This text appears to be a fragment or reference to a decision rather than a standalone legal rule or obligation.
285,(b) a decision of the Federation.,not_provision,This text appears to be a fragment or reference to a decision rather than a standalone legal provision establishing a rule or obligation.
286,"22. Where, under any written law, the Federation is Appointment to required to nominate or appoint a person to membership in statutory any public body, such nomination or appointment shall be bodies, etc. made by the governing body of the Federation and the Federation shall observe the following in the nomination or appointment-",provision,"This paragraph establishes a legal obligation and process for nominating or appointing a person to a public body, specifying that it must be done by the governing body of the Federation and outlines conditions to be observed."
287,(a) the provisions of the Constitution and any other written law on leadership and integrity;,not_provision,This is a reference to other legal documents and does not establish a standalone rule or obligation.
288,"(b) the principles of equality, equity and non- discrimination;",not_provision,"This text appears to be part of a list or a reference to principles, rather than a standalone legal provision establishing a rule or obligation."
289,(c) consultations and public participation;,not_provision,This text appears to be a fragment or part of a list rather than a standalone legal provision. It lacks enforceable or actionable content.
290,"(d) subject to section 35(1)(h) and (i), not to nominate or appoint members of the Federation's governing body; and",provision,"This paragraph establishes a restriction related to the nomination or appointment of members to a governing body, making it an enforceable legal rule."
291,(e) the need to ensure appropriate expertise in the respective appointments or nominations and fair representation of the various thematic areas of public benefit activities.,provision,"This paragraph establishes criteria for appointments or nominations, focusing on expertise and fair representation, which are enforceable guidelines."
292,23. (1) Each organization registered under this Act may Organizations voluntarily join and maintain membership in a self- may join self- regulation forum of registered public benefit organizations. regulation,provision,"This paragraph establishes a legal rule allowing organizations to voluntarily join and maintain membership in a self-regulation forum, which is an actionable content."
293,(2) Each forum shall enter into a recognition agreement with the Authority upon proof to the satisfaction of the Authority that the forum represents a significant number of organizations registered by the Authority as prescribed by the Cabinet Secretary.,provision,"This paragraph establishes a legal obligation for forums to enter into a recognition agreement with the Authority, contingent upon certain conditions being met. It is enforceable and actionable."
294,24. (1) Each forum of public benefit organizations shall Self-regulation establish and maintain a code and standards by which its forums to members shall be bound. develop and maintain codes of conduct.,provision,"This paragraph establishes a legal obligation for forums of public benefit organizations to establish and maintain a code and standards, which is enforceable and actionable."
295,"(2) The forums of public benefit organizations may, for purposes of enhancing self-regulation, organise themselves in such federation of forums as may be expedient for that purpose.",provision,This paragraph establishes a legal rule allowing forums of public benefit organizations to organize themselves into federations for self-regulation purposes. It contains enforceable content regarding organizational structure.
296,"(3) The forums shall ensure that each code of conduct adopted by them is consistent with the national and foreign policies and the laws of Kenya, and that such code of conduct contain, as a minimum, the provisions of the general conduct of conduct.",provision,"This paragraph establishes an obligation for forums to ensure that their codes of conduct align with national and foreign policies and laws, and specifies minimum content requirements."
297,25.(1) The governing body of a public benefit Organizational organization shall be distinct and separate from the integrity and administrative and day-to-day management body of the internal self- organization. regulation.,provision,"This paragraph establishes a legal rule regarding the structure of a public benefit organization's governing body, making it distinct from the management body, which is enforceable."
298,"(2) The principles of transparency and accountability shall be applied to all the affairs and activities of a public benefit organization, whether with the Government, the target population or beneficiaries, donors, other public benefit organizations or other stakeholders.",provision,"This paragraph establishes enforceable principles of transparency and accountability for public benefit organizations, detailing their application across various interactions."
299,"(3) The governing body of a public benefit organization shall establish clear and unambiguous guidelines relating to conduct and operations of the organization, including guidelines to ensure that the personal interests of its members, the staff and volunteers do not conflict with those of the organization or influence, or affect the performance of their duties.",provision,"This paragraph establishes a legal obligation for the governing body of a public benefit organization to create guidelines to prevent conflicts of interest, making it an enforceable rule."
300,"(4) A public benefit organization shall not discriminate against any person but in no event shall a public benefit organization created to assist targeted populations, where the target is determined in line with social justice values, be required to assist people of other populations.",provision,"This paragraph establishes a legal rule regarding non-discrimination by public benefit organizations, with an exception for organizations assisting targeted populations."
301,"(5) The activities of a public benefit organization shall, upon request, be open and accessible to scrutiny by its respective stakeholders, except for personal matters, legal matters and proprietary information, as may be provided for by or under any law.",provision,"This paragraph establishes a legal obligation for public benefit organizations to allow scrutiny by stakeholders, with specific exceptions. It contains enforceable content."
302,Every person who serves on the governing body of a 26. Voluntary public benefit organization shall serve on a voluntary basis service on and shall only be eligible for the reimbursement of costs and governing body. expenses incurred in the service of the organization.,provision,This paragraph establishes a rule regarding the voluntary nature of service on the governing body of a public benefit organization and specifies the eligibility for reimbursement of costs and expenses.
303,"27.(1) In the pursuit of its aims, objectives and activities, Ethical every public benefit organization shall be guided by the principles and following principles and aspirations— aspirations.",provision,"This paragraph establishes a requirement for public benefit organizations to be guided by specific principles and aspirations, which is an enforceable obligation."
304,commitment to the sanctity of human life and to a peaceful and non-violent orientation in all its activities;,not_provision,"This sentence expresses a commitment or principle but does not establish an enforceable legal rule, right, obligation, restriction, or process."
305,"promotion of democracy, human rights, the rule of law, good governance as well as justice for all the people of Kenya;",not_provision,"This text appears to be a general statement or objective rather than a specific, enforceable legal rule or obligation."
306,"respect for the equality, rights and dignity of all people;",not_provision,"This phrase is a general statement or principle and does not establish a specific legal rule, right, obligation, restriction, or process."
307,promotion of social justice to ensure balanced economic development;,not_provision,"The text is a general statement or principle and does not establish a specific legal rule, right, obligation, restriction, or process."
308,"rejection of partisan political, ethnic, cultural, racial or religious intolerance and all other forms of discrimination;",provision,"This paragraph establishes a rule or obligation to reject various forms of intolerance and discrimination, which is enforceable or actionable."
309,commitment to the promotion of gender equality and social inclusion at all levels;,provision,"This statement establishes a commitment to promote gender equality and social inclusion, implying an obligation or policy direction."
310,(g) maintenance of a culture of transparency and accountability particularly in the receipt and management of funds and avoiding corrupt and unethical practices;,provision,"This paragraph establishes an obligation to maintain transparency and accountability, particularly in financial matters, and to avoid corrupt and unethical practices. It contains enforceable content."
311,"(h) maintenance of high standards of governance and management of the public benefit organization by prescribing and implementing policies, norms of conduct and operational requirements that apply to its staff, management and governing body;",provision,"This paragraph establishes obligations related to governance and management standards for a public benefit organization, making it enforceable and actionable."
312,"promotion of a culture of dialogue and sharing of resources, information, expertise and experiences;",not_provision,The text is a general statement or objective rather than a specific enforceable rule or obligation.
313,"maintenance of a high standard of professionalism in service and interactions and dealing with people through honesty, fairness, integrity, respect for confidentiality, objectivity, care, diligence, prudence, timeliness and straightforwardness;",provision,"This paragraph establishes a standard of conduct, outlining obligations for maintaining professionalism and ethical behavior, which is enforceable."
314,"(k) rejection of research efforts, programmes projects and other activities which are directly or indirectly aimed at developing methods of torture, or other forms of techniques that violate and subvert people's human rights;",provision,This paragraph establishes a legal rule or obligation by rejecting research efforts and activities aimed at developing methods of torture or violating human rights.
